LATITUDE,LONGITUDE,ACCIDENT_TYPE_(CATEGORY),ROAD_TYPE,WEATHER,VEHICLE_1:_BODY_TYPE,Area,IMPACT
35.98564,139.38316,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,東松山市,7
35.68172,139.35262,火災,道路(その他),晴れ,バン,八王子市,9
35.16748,136.85509,健康起因,その他の場所,晴れ,リヤーエンジン,名古屋市,6
35.68125,139.76724,健康起因,その他の場所,晴れ,箱型,千代田区,6
34.75922,135.47186,衝突,道路(その他),晴れ,冷蔵冷凍車,豊中市,9
35.40584,136.95055,衝突,道路(その他),晴れ,バン,各務原市,9
35.39952,139.35367,車両故障,道路(その他),晴れ,リヤーエンジン,厚木市,7
35.67461,139.68474,車両故障,道路(その他),晴れ,リヤーエンジン,渋谷区,7
43.17005,141.05348,車両故障,道路(その他),晴れ,リヤーエンジン,小樽市,7
32.08109,131.41527,死傷,道路(その他),晴れ,箱型,西都市,10
38.07619,139.59456,衝突,道路(その他),晴れ,キャブオーバ,岩船郡関川村,9
38.73909,139.83214,車内,その他の場所,晴れ,リヤーエンジン,鶴岡市,5
36.45383,139.92119,衝突,道路(その他),曇,キャブオーバ,河内郡上三川町,9
43.55334,142.04665,車両故障,道路(その他),晴れ,リヤーエンジン,赤平市,7
35.455,139.41827,車両故障,道路(その他),晴れ,リヤーエンジン,綾瀬市,7
35.82789,139.6888,健康起因,その他の場所,晴れ,リヤーエンジン,蕨市,6
35.7976,139.89177,車両故障,道路(その他),晴れ,リヤーエンジン,松戸市,7
34.89508,135.75914,車両故障,道路(その他),晴れ,リヤーエンジン,久世郡久御山町,7
33.39812,130.52881,衝突,道路(高速自動車国道),雨,バン,鳥栖市,10
36.64608,139.04407,車両故障,道路(高速自動車国道),晴れ,冷蔵冷凍車,沼田市,7
35.96049,139.80467,転落,道路(その他),曇,トラクタ,春日部市,9
35.46552,139.62509,車両故障,その他の場所,曇,リヤーエンジン,横浜市,8
34.75165,135.54482,車両故障,道路(その他),雨,リヤーエンジン,大阪市,8
35.65662,139.80344,車両故障,道路(その他),晴れ,リヤーエンジン,江東区,7
35.16883,136.21231,転落,道路(その他),雨,ダンプ,愛知郡愛荘町,10
37.31078,138.43478,車両故障,道路(高速自動車国道),晴れ,キャブオーバ,柏崎市,7
35.57342,138.56552,転覆,道路(その他),晴れ,バン,中央市,9
35.55975,138.56947,転覆,道路(その他),曇,冷蔵冷凍車,中央市,9
35.30182,136.91045,車両故障,道路(自動車専用道路等),雨,リヤーエンジン,小牧市,8
34.93694,136.11754,衝突,道路(その他),雨,バン,甲賀市,10
43.06767,141.34491,死傷,道路(その他),晴れ,箱型,札幌市,10
34.6414,135.51184,死傷,道路(その他),雨,箱型,大阪市,10
35.114,136.85832,車内,道路(その他),曇,リヤーエンジン,名古屋市,6
34.71087,137.72612,健康起因,道路(自動車専用道路等),晴れ,リヤーエンジン,浜松市,6
35.70214,139.98323,車内,道路(その他),雨,リヤーエンジン,船橋市,6
35.73055,140.82724,死傷,道路(その他),雨,リヤーエンジン,銚子市,10
35.91465,138.24074,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,諏訪郡富士見町,7
34.69483,135.55775,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
35.16236,136.80272,車両故障,道路(その他),晴れ,リヤーエンジン,名古屋市,7
36.50917,136.57817,死傷,道路(その他),晴れ,キャブオーバ,白山市,10
35.77101,139.5985,死傷,道路(その他),晴れ,冷蔵冷凍車,和光市,10
35.63214,139.88164,死傷,その他の場所,晴れ,リヤーエンジン,浦安市,10
35.9211,140.17638,車両故障,道路(その他),晴れ,リヤーエンジン,龍ヶ崎市,7
35.16873,136.88428,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
35.36169,139.24339,車両故障,その他の場所,晴れ,箱型,秦野市,7
35.26736,138.9236,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,御殿場市,7
35.76874,139.73045,飲酒等(無免許),道路(その他),晴れ,箱型,北区,9
36.3152,139.18741,車両故障,道路(その他),晴れ,リヤーエンジン,伊勢崎市,7
39.88966,141.05516,衝突,道路(高速自動車国道),晴れ,バン,八幡平市,9
35.81974,139.70821,死傷,道路(その他),晴れ,箱型,川口市,10
35.0104,138.37231,死傷,道路(その他),晴れ,バン,静岡市,10
38.27384,140.92033,車両故障,道路(その他),晴れ,リヤーエンジン,仙台市,7
35.16985,136.82777,健康起因,その他の場所,曇,リヤーエンジン,海部郡大治町,6
34.58661,135.62395,車両故障,道路(その他),晴れ,バン,清州市,7
35.53949,139.34302,転覆,道路(その他),曇,バン,相模原市,9
36.31541,139.43867,死傷,道路(その他),曇,キャブオーバ,足利市,10
35.4446,139.58344,車両故障,道路(その他),曇,リヤーエンジン,横浜市,8
35.03096,135.73006,車両故障,道路(その他),雨,リヤーエンジン,京都市,8
35.59333,139.58118,車両故障,道路(その他),晴れ,リヤーエンジン,川崎市,7
35.71249,139.60223,車両故障,道路(その他),晴れ,リヤーエンジン,杉並区,7
40.08514,141.21771,衝突,道路(その他),晴れ,冷蔵冷凍車,二戸郡一戸町,9
38.32636,140.88162,車両故障,その他の場所,曇,リヤーエンジン,仙台市,8
35.81683,139.33669,車両故障,道路(その他),晴れ,リヤーエンジン,入間市,7
34.68185,135.4982,車両故障,道路(自動車専用道路等),晴れ,トラクタ,大阪市,7
43.21897,140.94754,車両故障,道路(その他),曇,リヤーエンジン,小樽市,8
35.01619,135.75877,車両故障,道路(その他),晴れ,リヤーエンジン,京都市,7
34.76412,135.47691,死傷,道路(その他),晴れ,リヤーエンジン,豊中市,10
35.68016,139.27289,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.42886,139.64694,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
34.92461,135.71021,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,長岡京市,7
34.61913,135.8116,火災,その他の場所,晴れ,バン,大和郡山市,9
34.68067,137.88899,健康起因,その他の場所,曇,リヤーエンジン,磐田市,6
38.31459,140.34354,車両故障,道路(その他),晴れ,冷蔵冷凍車,山形市,7
35.51718,139.7066,車両故障,道路(その他),曇,リヤーエンジン,川崎市,8
34.93166,136.28868,車両故障,その他の場所,晴れ,リヤーエンジン,甲賀市,7
35.71254,139.77353,衝突,道路(その他),曇,箱型,台東区,9
37.46342,140.36906,死傷,道路(その他),晴れ,キャブオーバ,郡山市,10
36.27765,136.87738,火災,道路(高速自動車国道),晴れ,トラクタ,大野郡白川村,9
35.77362,138.28743,その他,道路(その他),晴れ,バン,北杜市,6
35.57943,139.61,車両故障,その他の場所,晴れ,リヤーエンジン,川崎市,7
35.71537,139.70828,車両故障,道路(その他),晴れ,バン,豊島区,7
34.74134,137.79175,健康起因,その他の場所,晴れ,リヤーエンジン,浜松市,6
35.57654,139.55653,車両故障,その他の場所,晴れ,リヤーエンジン,横浜市,7
33.46957,129.95497,死傷,道路(その他),晴れ,トラクタ,唐津市,10
43.03435,141.3437,死傷,道路(その他),晴れ,キャブオーバ,札幌市,10
35.80363,138.34253,衝突,道路(その他),晴れ,バン,北杜市,9
43.05616,141.34915,死傷,道路(その他),曇,箱型,札幌市,10
35.4695,139.44424,転覆,道路(高速自動車国道),晴れ,バン,大和市,9
36.67687,139.96088,衝突,道路(その他),晴れ,トラクタ,さくら市,9
36.67687,139.96088,衝突,道路(その他),晴れ,リヤーエンジン,さくら市,9
35.4631,139.68535,衝突,道路(その他),晴れ,リヤーエンジン,横浜市,9
35.11011,138.49315,交通障害,道路(高速自動車国道),曇,冷蔵冷凍車,静岡市,7
35.67799,139.60968,車両故障,道路(自動車専用道路等),晴れ,リヤーエンジン,杉並区,7
35.54289,138.92499,死傷,道路(その他),晴れ,トラクタ,都留市,10
35.10554,135.47041,車両故障,道路(その他),晴れ,リヤーエンジン,南丹市,7
35.00492,137.02644,死傷,道路(その他),晴れ,キャブオーバ,知立市,10
36.5284,136.64914,転覆,道路(高速自動車国道),晴れ,バン,山科市,9
35.24103,138.61501,衝突,道路(その他),晴れ,バン,富士宮市,9
35.11388,136.86208,車内,道路(その他),曇,リヤーエンジン,名古屋市,6
36.40085,136.45198,車両故障,その他の場所,晴れ,リヤーエンジン,小松市,7
37.66499,140.59825,衝突,道路(その他),晴れ,バン,伊達郡川俣町,9
35.09828,136.92677,車内,道路(その他),晴れ,リヤーエンジン,名古屋市,5
35.80627,139.64481,死傷,道路(その他),晴れ,バン,戸田市,10
38.7098,139.77667,車両故障,道路(その他),晴れ,ダンプ,鶴岡市,8
35.00302,135.75208,車両故障,道路(その他),晴れ,リヤーエンジン,京都市,7
34.97659,138.94672,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,伊豆市,7
35.00299,138.40564,車両故障,その他の場所,曇,リヤーエンジン,静岡市,8
34.86235,135.70146,車両故障,道路(その他),晴れ,リヤーエンジン,八幡市,7
35.44932,137.41281,衝突,道路(高速自動車国道),晴れ,冷蔵冷凍車,恵那区,9
36.80673,139.92422,車両故障,道路(その他),晴れ,冷蔵冷凍車,矢板市,7
35.1164,136.8757,衝突,道路(その他),晴れ,バン,名古屋市,9
35.56609,139.3826,車両故障,その他の場所,曇,箱型,相模原市,7
36.01809,139.55754,衝突,道路(自動車専用道路等),晴れ,冷蔵冷凍車,北本市,9
35.79428,139.64082,車両故障,道路(その他),晴れ,リヤーエンジン,板橋区,7
36.59642,140.65154,車両故障,道路(その他),晴れ,リヤーエンジン,日立市,7
36.51674,138.5303,車両故障,道路(その他),晴れ,リヤーエンジン,吾妻郡嬬恋村,7
35.91444,139.71097,車両故障,道路(その他),晴れ,冷蔵冷凍車,さいたま市,7
36.65521,139.07057,車両故障,道路(その他),晴れ,リヤーエンジン,沼田市,7
43.01344,141.69884,衝突,道路(その他),晴れ,キャブオーバ,長沼町,9
36.11482,137.95076,衝突,道路(その他),晴れ,リヤーエンジン,塩尻市,9
35.60179,139.66087,死傷,道路(その他),晴れ,キャブオーバ,世田谷区,10
35.66123,139.80518,死傷,道路(その他),晴れ,キャブオーバ,江東区,10
32.74697,129.87254,車内,道路(その他),晴れ,リヤーエンジン,長崎市,5
35.78417,139.47542,車両故障,その他の場所,晴れ,リヤーエンジン,所沢市,7
35.54526,139.57532,車両故障,その他の場所,晴れ,リヤーエンジン,横浜市,7
35.59053,139.57132,死傷,道路(高速自動車国道),晴れ,バン,川崎市,10
35.75456,139.53333,車両故障,道路(その他),晴れ,リヤーエンジン,東久留米市,7
36.38364,140.44763,車両故障,道路(その他),雨,リヤーエンジン,水戸市,8
35.36938,136.2849,死傷,道路(その他),雨,リヤーエンジン,長浜市,10
35.62906,139.77589,車両故障,道路(その他),曇,リヤーエンジン,港区,8
34.69206,135.47377,車両故障,道路(その他),雨,リヤーエンジン,大阪市,8
35.74348,139.60635,車両故障,その他の場所,雨,リヤーエンジン,練馬区,8
35.27108,136.95732,健康起因,道路(その他),雨,リヤーエンジン,春日井市,7
36.33788,139.0009,車内,道路(その他),雨,リヤーエンジン,高崎市,6
35.1584,139.13724,車両故障,その他の場所,曇,リヤーエンジン,足柄下郡真鶴町,8
32.79522,130.69791,健康起因,道路(その他),曇,箱型,熊本市,6
35.78545,139.72334,衝突,道路(その他),晴れ,箱型,北区,9
35.79099,139.91371,衝突,道路(その他),雨,箱型,松戸市,10
35.85818,139.74962,車両故障,道路(その他),晴れ,冷蔵冷凍車,川口市,7
35.66447,139.32152,車両故障,道路(その他),曇,リヤーエンジン,八王子市,8
37.67184,140.32527,火災,道路(その他),雨,冷蔵冷凍車,福島市,10
31.77657,131.16521,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,都城市,7
35.75469,139.25389,健康起因,その他の場所,晴れ,箱型,西多摩郡日の出町,6
35.20107,136.99561,車内,道路(その他),晴れ,リヤーエンジン,名古屋市,5
43.47281,142.64375,車両故障,その他の場所,晴れ,リヤーエンジン,上川郡美瑛町,7
35.46552,139.62509,車両故障,その他の場所,曇,リヤーエンジン,横浜市,8
35.43464,139.62314,車両故障,道路(その他),曇,リヤーエンジン,横浜市,8
35.44455,139.63417,車内,道路(その他),晴れ,リヤーエンジン,横浜市,5
37.44035,140.34744,死傷,道路(その他),雨,バン,郡山市,10
35.77625,139.63249,衝突,道路(その他),晴れ,リヤーエンジン,板橋区,9
35.32471,135.29163,転落,道路(その他),曇,冷蔵冷凍車,綾部市,9
35.6609,139.31456,車両故障,道路(その他),雨,リヤーエンジン,八王子市,8
36.64747,136.96217,車両故障,道路(高速自動車国道),曇,リヤーエンジン,砺波市,8
34.91564,135.72865,死傷,道路(その他),晴れ,冷蔵冷凍車,京都市,10
38.39526,140.90372,車両故障,道路(高速自動車国道),雨,リヤーエンジン,富谷市,8
34.95789,137.16417,車両故障,道路(その他),晴れ,リヤーエンジン,岡崎市,7
35.80531,139.56256,車両故障,道路(その他),雨,リヤーエンジン,新座市,8
37.51316,140.39388,車両故障,その他の場所,晴れ,リヤーエンジン,本宮市,7
35.86111,136.18913,転覆,道路(高速自動車国道),雨,キャブオーバ,越前市,10
35.86111,136.18913,交通障害,道路(高速自動車国道),雨,バン,越前市,8
35.86111,136.18913,衝突,道路(高速自動車国道),雨,トラクタ,越前市,10
35.86111,136.18913,交通障害,道路(高速自動車国道),雨,キャブオーバ,越前市,8
36.17823,139.75537,衝突,道路(その他),雨,バン,古河市,10
42.99842,141.33806,車両故障,道路(その他),晴れ,リヤーエンジン,札幌市,7
35.30779,136.85472,衝突,道路(その他),曇,バン,一宮市,9
43.16598,141.31306,車両故障,道路(その他),晴れ,リヤーエンジン,石狩市,7
35.65705,139.79845,車両故障,道路(その他),雨,リヤーエンジン,江東区,8
35.77483,139.54399,車内,道路(その他),雨,リヤーエンジン,新座市,6
35.84273,140.7261,健康起因,道路(その他),雨,バン,神栖市,7
35.84393,139.73065,車両故障,道路(その他),雨,リヤーエンジン,川口市,8
34.71522,135.50966,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
35.03506,138.50716,死傷,道路(その他),晴れ,トラクタ,静岡市,10
34.5838,135.58969,衝突,道路(高速自動車国道),晴れ,バン,藤井寺市,9
39.54171,141.09933,転落,道路(その他),曇,バン,紫波郡紫波町,9
35.15233,136.52414,死傷,道路(その他),晴れ,バン,員弁市,10
34.71087,137.72612,健康起因,その他の場所,晴れ,リヤーエンジン,浜松市,6
36.10607,140.19348,死傷,道路(その他),曇,バン,土浦市,10
35.68175,139.78061,健康起因,道路(その他),曇,箱型,中央区,6
42.23816,140.3011,健康起因,その他の場所,晴れ,リヤーエンジン,二海郡八雲町,6
35.72786,139.51178,車両故障,道路(その他),晴れ,リヤーエンジン,小平市,7
33.08212,129.95129,衝突,道路(高速自動車国道),曇,リヤーエンジン,嬉野市,10
34.62321,136.47997,衝突,道路(高速自動車国道),晴れ,リヤーエンジン,嬉野町,9
34.66879,135.4735,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
35.82654,139.93567,車内,道路(その他),曇,リヤーエンジン,松戸市,6
35.08648,136.95337,健康起因,その他の場所,雨,リヤーエンジン,名古屋市,7
35.29009,133.51448,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,日野郡江府町,7
43.11832,141.2892,車両故障,道路(その他),晴れ,リヤーエンジン,札幌市,7
43.07435,141.3009,健康起因,道路(その他),曇,箱型,札幌市,6
35.14838,136.85307,健康起因,その他の場所,晴れ,リヤーエンジン,名古屋市,6
37.6522,140.48528,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,福島市,7
38.30346,140.83582,車両故障,道路(その他),晴れ,リヤーエンジン,仙台市,7
35.61826,138.98576,衝突,道路(その他),曇,リヤーエンジン,大月市,10
35.68035,139.27394,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.69759,139.71326,転覆,道路(その他),晴れ,箱型,新宿区,9
34.66569,135.15085,衝突,道路(その他),晴れ,バン,神戸市,9
34.61501,135.41434,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
35.88819,140.55756,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,香取市,7
36.3947,140.4489,車両故障,その他の場所,晴れ,リヤーエンジン,水戸市,7
35.05963,136.13388,衝突,道路(高速自動車国道),晴れ,冷蔵冷凍車,蒲生郡竜王町,9
35.41594,139.63686,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
36.25273,138.99031,車両故障,道路(その他),晴れ,バン,高崎市,7
34.91778,136.99336,車両故障,道路(その他),晴れ,リヤーエンジン,高浜市,7
35.45208,133.99277,転落,道路(その他),晴れ,トラクタ,鳥取市,9
36.93401,138.81743,衝突,道路(高速自動車国道),晴れ,冷蔵冷凍車,南魚沼郡湯沢町,9
35.68016,138.49451,車両故障,道路(その他),晴れ,トラクタ,甲斐市,7
38.26422,140.87138,車両故障,道路(その他),晴れ,リヤーエンジン,仙台市,7
35.66516,139.30222,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,八王子市,7
31.58627,130.5419,死傷,道路(その他),雨,塵芥車,鹿児島市,10
35.69196,140.03523,車両故障,道路(その他),晴れ,リヤーエンジン,習志野市,7
43.04628,142.96283,車両故障,道路(その他),晴れ,トラクタ,上川郡清水町,7
35.6839,140.04105,健康起因,道路(その他),曇,リヤーエンジン,習志野市,6
35.65571,139.79672,車両故障,道路(その他),晴れ,リヤーエンジン,江東区,7
43.66711,144.20184,衝突,道路(その他),晴れ,トラクタ,網走郡美幌町,9
36.00337,137.32513,転覆,道路(その他),曇,バン,高山市,9
34.99634,135.87823,死傷,道路(その他),晴れ,箱型,大津市,10
36.39582,140.58995,車両故障,道路(その他),晴れ,リヤーエンジン,ひたちなか市,7
31.59125,130.556,死傷,道路(その他),雨,リヤーエンジン,鹿児島市,10
35.5974,140.14644,車内,道路(その他),晴れ,リヤーエンジン,千葉市,5
34.71806,135.48048,救護違反,道路(その他),晴れ,箱型,大阪市,7
35.6772,139.92235,車内,道路(その他),晴れ,リヤーエンジン,市川市,5
36.05307,140.47253,衝突,道路(その他),晴れ,バン,行方市,9
32.73023,129.86314,車両故障,道路(その他),晴れ,リヤーエンジン,長崎市,7
35.73864,139.86317,死傷,道路(その他),曇,トラクタ,葛飾区,10
35.71949,139.69223,車両故障,道路(その他),晴れ,リヤーエンジン,新宿区,7
34.66994,135.52493,健康起因,道路(その他),晴れ,箱型,大阪市,6
33.56048,135.91469,転覆,道路(その他),雨,トラクタ,東牟婁郡那智勝浦町,10
36.33653,140.54373,車両故障,道路(その他),晴れ,リヤーエンジン,東茨城郡磯浜町,7
34.50192,135.45325,車両故障,道路(その他),曇,リヤーエンジン,和泉市,8
34.68613,135.47054,車両故障,道路(その他),曇,リヤーエンジン,大阪市,8
34.57712,135.55357,衝突,道路(その他),晴れ,箱型,松原市,9
35.34326,139.6207,車両故障,その他の場所,雨,リヤーエンジン,横浜市,8
35.64505,139.6174,死傷,道路(その他),雨,バン,世田谷区,10
35.37212,139.06367,転覆,道路(その他),雨,バン,足柄上郡山北町,10
35.02144,135.73146,車両故障,道路(その他),雨,リヤーエンジン,京都市,8
35.44434,139.63843,車両故障,道路(その他),曇,リヤーエンジン,横浜市,8
37.37197,138.55884,衝突,道路(高速自動車国道),雨,バン,柏崎市,10
35.78123,139.31677,車両故障,道路(その他),晴れ,リヤーエンジン,青梅市,7
34.83556,136.35799,車両故障,道路(自動車専用道路等),晴れ,リヤーエンジン,亀山市,7
35.67722,139.29697,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.70477,139.98466,車両故障,道路(その他),晴れ,リヤーエンジン,船橋市,7
35.63771,139.36269,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.65963,139.33194,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.29215,133.54526,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,日野郡江府町,7
35.59897,139.55475,車両故障,道路(その他),晴れ,リヤーエンジン,川崎市,7
35.54541,139.76729,車両故障,道路(その他),晴れ,リヤーエンジン,大田区,7
43.10777,141.34315,死傷,道路(その他),雨,箱型,札幌市,10
34.80615,137.65111,転覆,道路(高速自動車国道),晴れ,冷蔵冷凍車,浜松市,9
37.2456,138.89598,転落,道路(その他),雨,コンクリートミキサー車,魚沼市,10
32.49087,130.41357,転落,道路(その他),晴れ,バン,上天草市,9
35.86047,139.39323,車両故障,道路(その他),晴れ,リヤーエンジン,狭山市,7
35.10372,136.82594,健康起因,その他の場所,晴れ,リヤーエンジン,名古屋市,6
35.68187,139.6367,車両故障,道路(その他),晴れ,リヤーエンジン,杉並区,7
34.97444,135.94691,衝突,道路(その他),晴れ,リヤーエンジン,大津市,9
35.8379,139.73956,衝突,道路(その他),晴れ,リヤーエンジン,川口市,9
33.25944,131.49022,交通障害,道路(高速自動車国道),曇,バン,別府市,7
36.3749,140.47255,車両故障,道路(その他),晴れ,リヤーエンジン,水戸市,7
36.01608,139.62331,救護違反,道路(その他),曇,バン,蓮田市,7
36.17188,140.52094,車両故障,道路(その他),晴れ,リヤーエンジン,安房鋸南町,7
34.48842,135.60466,危険物等,道路(その他),晴れ,キャブオーバ,富田林市,10
35.65241,139.69791,車両故障,道路(その他),晴れ,リヤーエンジン,渋谷区,7
38.52374,140.94188,救護違反,道路(その他),晴れ,トラクタ,大崎市,7
35.20466,136.91112,車内,道路(その他),晴れ,リヤーエンジン,名古屋市,5
35.64647,139.80121,車両故障,道路(その他),晴れ,リヤーエンジン,江東区,7
35.74866,139.56726,車両故障,その他の場所,晴れ,リヤーエンジン,西東京市,7
43.02053,141.48752,衝突,道路(その他),曇,トラクタ,北広島市,9
35.1487,136.91571,転覆,道路(自動車専用道路等),晴れ,トラクタ,名古屋市,9
35.64853,139.03731,車両故障,その他の場所,雨,リヤーエンジン,上野原市,8
36.51793,139.12822,車両故障,道路(その他),晴れ,リヤーエンジン,前橋市,7
36.49009,138.94699,車両故障,道路(その他),晴れ,リヤーエンジン,渋川市,7
35.15432,138.69113,車両故障,道路(その他),晴れ,キャブオーバ,富士市,7
34.80615,137.65111,火災,道路(高速自動車国道),晴れ,リヤーエンジン,浜松市,9
35.0486,136.91083,健康起因,道路(その他),晴れ,キャブオーバ,東海市,6
34.61888,135.98627,車両故障,道路(その他),晴れ,キャブオーバ,奈良市,7
34.74464,135.40172,転覆,道路(その他),晴れ,冷蔵冷凍車,尼崎市,9
34.54027,135.48987,車両故障,道路(その他),雨,リヤーエンジン,堺市,8
34.76895,135.3887,死傷,道路(その他),晴れ,タンク車(液化石油ガス),尼崎市,10
35.66977,139.77525,転覆,道路(その他),晴れ,箱型,中央区,9
43.18568,141.48329,転落,道路(その他),晴れ,ダンプ,石狩郡当別町,10
37.85502,140.36005,車両故障,道路(自動車専用道路等),晴れ,ダンプ,福島市,8
34.80615,137.65111,車両故障,道路(高速自動車国道),晴れ,キャブオーバ(トラクタ),浜松市,7
43.80722,142.35466,車両故障,道路(その他),曇,トラクタ,旭川市,7
35.32924,139.34445,車両故障,道路(その他),晴れ,リヤーエンジン,平塚市,7
36.37066,140.47539,車両故障,その他の場所,曇,リヤーエンジン,水戸市,8
35.64545,139.85837,衝突,道路(自動車専用道路等),晴れ,バン,江戸川区,9
35.60355,138.88544,車両故障,道路(高速自動車国道),晴れ,冷蔵冷凍車,大月市,7
35.71701,139.79459,車内,道路(その他),晴れ,リヤーエンジン,台東区,5
35.73495,139.27895,火災,その他の場所,晴れ,バン,西多摩郡日の出町,9
35.6973,139.41418,車両故障,その他の場所,晴れ,リヤーエンジン,立川市,7
34.74134,137.79175,火災,その他の場所,晴れ,バン,浜松市,9
36.78818,139.63173,車両故障,その他の場所,晴れ,リヤーエンジン,日光市,7
34.45676,135.45122,車両故障,道路(その他),曇,リヤーエンジン,和泉市,8
35.67584,139.28882,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
43.01353,141.37535,健康起因,道路(その他),曇,箱型,札幌市,6
43.01901,141.45509,死傷,道路(その他),雨,箱型,札幌市,10
42.6788,140.7673,死傷,道路(その他),曇,ステーションワゴン,川崎氏川崎区,10
36.5804,140.15688,衝突,道路(その他),曇,冷蔵冷凍車,芳賀郡茂木町,9
37.08062,136.84721,健康起因,道路(自動車専用道路等),曇,冷蔵冷凍車,七尾市,6
34.86735,138.25755,衝突,道路(高速自動車国道),晴れ,バン,藤枝市,9
34.90523,138.24783,衝突,道路(高速自動車国道),晴れ,バン,藤枝市,9
43.1986,140.9955,死傷,道路(その他),曇,箱型,小樽市,10
35.38088,136.26564,車両故障,その他の場所,晴れ,リヤーエンジン,長浜市,7
35.29382,136.87935,死傷,道路(その他),晴れ,バン,岩倉市,10
35.73061,139.71945,車両故障,道路(自動車専用道路等),晴れ,リヤーエンジン,豊島区,7
36.68406,137.10461,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,射水市,7
37.49237,139.9278,車両故障,道路(その他),晴れ,リヤーエンジン,会津若松市,7
34.67564,135.49648,健康起因,その他の場所,晴れ,リヤーエンジン,大阪市,6
36.04814,139.38298,車両故障,その他の場所,雨,リヤーエンジン,東松山市,8
35.73713,139.48807,車両故障,その他の場所,曇,リヤーエンジン,小平市,8
35.10974,135.62804,衝突,道路(その他),晴れ,リヤーエンジン,京都市,9
35.01805,135.75172,健康起因,道路(その他),曇,リヤーエンジン,京都市,6
32.63696,130.67876,死傷,道路(その他),晴れ,冷蔵冷凍車,宇城市,10
35.66808,139.56346,車両故障,道路(その他),雨,リヤーエンジン,調布市,8
35.59909,139.61119,車両故障,その他の場所,雨,リヤーエンジン,川崎市,8
35.01017,135.7421,車両故障,道路(その他),晴れ,リヤーエンジン,京都市,7
34.69748,135.56427,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
35.71569,139.77744,車両故障,その他の場所,雨,リヤーエンジン,台東区,8
35.14165,137.00066,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
38.00247,140.61989,死傷,道路(高速自動車国道),晴れ,バン,白石市,10
35.44398,139.60464,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
35.64256,139.66911,車両故障,道路(その他),晴れ,リヤーエンジン,世田谷区,7
32.7466,129.87462,車両故障,道路(その他),晴れ,リヤーエンジン,長崎市,7
35.59599,139.34067,車内,その他の場所,晴れ,箱型,相模原市,5
35.60798,139.37468,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
34.92414,138.91335,健康起因,道路(その他),晴れ,リヤーエンジン,伊豆市,6
35.63979,139.49828,死傷,道路(その他),晴れ,バン,稲城市,10
36.59067,140.66042,車両故障,その他の場所,晴れ,リヤーエンジン,日立市,7
35.58351,135.19501,車内,道路(その他),晴れ,リヤーエンジン,宮津市,5
36.60697,136.71666,車両故障,道路(高速自動車国道),晴れ,トラクタ,金沢市,7
35.71271,136.09688,衝突,道路(その他),晴れ,バン,敦賀市,9
35.71271,136.09688,衝突,道路(その他),晴れ,キャブオーバ,敦賀市,9
35.43122,139.92081,車両故障,その他の場所,晴れ,リヤーエンジン,木更津市,7
35.70514,137.71536,衝突,道路(その他),晴れ,キャブオーバ,木曽郡大桑村,9
36.72893,137.33711,火災,道路(その他),晴れ,キャブオーバ,富山市,9
36.0845,139.7187,死傷,道路(その他),晴れ,バン,幸手市,10
35.74405,139.24216,車両故障,道路(その他),晴れ,リヤーエンジン,西多摩郡日の出町,7
36.72644,137.30206,死傷,道路(その他),晴れ,キャブオーバ,富山市,10
43.4656,141.9211,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,砂川市,7
38.32329,140.88094,健康起因,その他の場所,晴れ,リヤーエンジン,仙台市,6
35.12598,136.82933,健康起因,その他の場所,晴れ,リヤーエンジン,名古屋市,6
35.34024,139.6367,死傷,道路(その他),雨,バン,横浜市,10
37.18765,138.97882,車両故障,道路(高速自動車国道),曇,バン,南魚沼市,7
