LATITUDE,LONGITUDE,ACCIDENT_TYPE_(CATEGORY),ROAD_TYPE,WEATHER,VEHICLE_1:_BODY_TYPE,Area,IMPACT
35.40051,139.53456,車両故障,その他の場所,晴れ,リヤーエンジン,横浜市,7
37.43668,140.48129,死傷,道路(その他),晴れ,バン,田村,10
35.68086,139.82147,衝突,道路(その他),晴れ,箱型,江東区,9
36.30735,139.80905,死傷,道路(その他),曇,バン,小山市,10
35.41946,136.76033,車両故障,道路(その他),晴れ,リヤーエンジン,岐阜市,7
36.9388,140.87297,死傷,道路(その他),晴れ,リヤーエンジン,いわき市,10
35.58726,139.25362,車両故障,道路(その他),晴れ,リヤーエンジン,相模原市,7
34.77073,136.05434,衝突,道路(その他),晴れ,キャブオーバ,伊賀市,9
35.37873,139.62173,車内,道路(その他),晴れ,リヤーエンジン,横浜市,5
35.83174,139.93504,車両故障,道路(その他),晴れ,リヤーエンジン,松戸市,7
35.12511,136.84714,車両故障,その他の場所,曇,リヤーエンジン,名古屋市,8
35.68557,139.76466,車両故障,道路(その他),晴れ,リヤーエンジン,千代田区,7
35.18974,139.03778,車両故障,道路(その他),晴れ,リヤーエンジン,足柄下郡箱根町,7
36.09142,139.75934,衝突,道路(その他),晴れ,バン,猿島郡五霞町,9
34.73335,135.55806,車両故障,道路(その他),雨,リヤーエンジン,守口市,8
34.71087,137.72612,車内,道路(その他),雨,リヤーエンジン,浜松市,6
35.53667,139.72887,車両故障,道路(その他),晴れ,リヤーエンジン,川崎市,7
38.8521,140.32977,衝突,道路(その他),雪,バン,最上郡金山町,10
37.53896,139.97906,車両故障,道路(その他),曇,リヤーエンジン,会津若松市,8
35.78678,139.71513,衝突,道路(その他),雨,バン,北区,10
36.36876,138.97952,死傷,道路(その他),雨,粉粒体運搬車,高崎市,10
35.01026,137.13812,車両故障,道路(高速自動車国道),雨,キャブオーバ,豊田市,8
36.38568,140.44112,車両故障,道路(その他),雨,リヤーエンジン,水戸市,8
35.11499,136.9937,車内,道路(その他),雨,リヤーエンジン,名古屋市,6
36.10478,139.20987,車両故障,道路(その他),晴れ,バン,大里郡寄居町,7
35.69362,139.81477,車両故障,道路(自動車専用道路等),雨,リヤーエンジン,墨田区,8
26.15784,127.70456,路外逸脱,道路(その他),晴れ,箱型,八重瀬町,9
36.5565,140.63568,衝突,道路(その他),曇,バン,日立市,9
43.03621,141.47473,車両故障,道路(その他),曇,リヤーエンジン,札幌市,8
35.74186,139.54889,車両故障,道路(その他),晴れ,リヤーエンジン,西東京市,7
34.6833,135.47087,車両故障,道路(その他),曇,リヤーエンジン,大阪市,8
43.84598,142.45374,衝突,道路(その他),雪,冷蔵冷凍車,旭川市,10
35.73934,139.65359,死傷,道路(その他),晴れ,リヤーエンジン,練馬区,10
39.46138,141.09488,転覆,道路(その他),雪,トラクタ,花巻市,10
31.74001,130.64542,衝突,道路(その他),晴れ,粉粒体運搬車,姶良市,10
35.6534,139.72453,車両故障,道路(その他),曇,キャブオーバ,港区,7
37.05552,140.31198,衝突,道路(その他),晴れ,ダンプ,白河市,10
35.44411,139.5779,車両故障,道路(自動車専用道路等),晴れ,冷蔵冷凍車,横浜市,7
34.91111,135.71053,死傷,道路(その他),晴れ,バン,京都市,10
35.50455,137.76024,転覆,道路(その他),雪,バン,長野県飯田市,10
38.7491,140.23454,車両故障,道路(その他),晴れ,バン,新庄市,7
35.35611,136.61206,健康起因,その他の場所,晴れ,リヤーエンジン,大垣市,6
35.90863,139.59921,車両故障,その他の場所,晴れ,ステーションワゴン,さいたま市,6
33.256,131.44145,車両故障,道路(その他),雪,リヤーエンジン,別府市,9
36.23838,136.88576,転落,道路(その他),雪,バン,大野郡白川村,10
43.69672,141.95534,車両故障,道路(その他),雪,リヤーエンジン,雨竜郡妹背牛町,9
40.54441,141.42892,救護違反,道路(その他),晴れ,ダンプ,八戸市,8
35.15215,138.80916,交通障害,道路(高速自動車国道),晴れ,バン,沼津市,7
35.67315,139.93143,衝突,道路(その他),晴れ,トラクタ,市川市,9
35.67389,139.92827,衝突,道路(その他),晴れ,キャブオーバ,市川市,9
35.76667,140.30872,車内,道路(その他),晴れ,リヤーエンジン,成田市,5
37.2116,139.6683,車両故障,道路(その他),雪,リヤーエンジン,南会津郡南会津町,9
35.03445,135.7756,車両故障,道路(その他),曇,リヤーエンジン,京都市,8
35.09509,136.8826,健康起因,その他の場所,晴れ,トラクタ,愛知県名古屋市,6
35.50799,139.67674,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
36.88334,140.76451,車両故障,道路(高速自動車国道),晴れ,バン,いわき市,7
35.09578,139.06894,死傷,道路(その他),晴れ,箱型,熱海市,10
43.63646,141.96788,死傷,道路(その他),雪,トラクタ,滝川市,10
32.74561,129.87399,衝突,道路(その他),晴れ,箱型,長崎市,9
42.96862,144.4035,死傷,道路(その他),晴れ,箱型,釧路市,10
35.64732,138.5526,死傷,道路(その他),晴れ,バン,甲府市,10
37.0019,140.05988,転落,道路(その他),晴れ,キャブオーバ,那須郡那須町,9
43.0485,141.52539,車両故障,道路(高速自動車国道),雪,リヤーエンジン,江別市,9
35.76027,138.94028,車両故障,道路(その他),晴れ,リヤーエンジン,北都留郡小菅村,7
37.80798,139.14902,車両故障,道路(高速自動車国道),曇,リヤーエンジン,新潟市,8
35.32428,137.04422,火災,その他の場所,晴れ,バン,春日井市,9
35.69362,139.81477,死傷,道路(その他),晴れ,箱型,墨田区,10
37.25897,139.65152,車両故障,その他の場所,雪,リヤーエンジン,大沼郡昭和村,9
35.33416,139.13277,車両故障,道路(その他),晴れ,リヤーエンジン,足柄上郡開成町,7
34.99509,135.75967,車両故障,道路(その他),晴れ,リヤーエンジン,京都市,7
35.73907,139.88394,車両故障,道路(その他),晴れ,リヤーエンジン,江戸川区,7
36.35955,138.33029,車両故障,道路(高速自動車国道),曇,キャブオーバ,東御市,7
42.97984,142.39853,車両故障,道路(高速自動車国道),晴れ,バン,勇払郡占冠村,7
35.7062,139.49176,車両故障,道路(その他),晴れ,リヤーエンジン,小金井市,7
35.61941,140.07994,死傷,道路(その他),晴れ,キャブオーバ,千葉市,10
35.59956,139.54707,車両故障,その他の場所,晴れ,リヤーエンジン,川崎市,7
43.18351,140.98212,車両故障,道路(その他),雪,リヤーエンジン,小樽市,9
35.55574,139.64778,車両故障,その他の場所,晴れ,リヤーエンジン,横浜市,7
42.82665,141.61842,車両故障,道路(その他),晴れ,リヤーエンジン,千歳市,7
35.58054,139.77852,車両故障,道路(その他),晴れ,リヤーエンジン,大田区,7
35.95597,139.69894,車両故障,その他の場所,晴れ,冷蔵冷凍車,さいたま市,7
31.72803,130.62665,車両故障,道路(その他),曇,バン,姶良市,7
35.78085,139.63754,死傷,道路(その他),晴れ,バン,板橋区,10
36.37696,140.44302,車両故障,道路(その他),晴れ,リヤーエンジン,水戸市,7
43.08935,141.45122,車両故障,道路(高速自動車国道),晴れ,トラクタ,札幌市,7
35.22569,139.64757,車両故障,道路(その他),晴れ,リヤーエンジン,横須賀市,7
34.98503,135.69312,車両故障,道路(自動車専用道路等),晴れ,リヤーエンジン,京都市,7
39.72467,140.09497,車内,道路(その他),曇,リヤーエンジン,秋田市,6
26.68299,127.88202,死傷,道路(その他),雨,リヤーエンジン,国頭郡本部町,10
34.66853,135.5032,死傷,道路(その他),晴れ,箱型,大阪市,10
32.73881,130.74744,衝突,道路(その他),晴れ,粉粒体運搬車,上益城郡嘉島町,10
38.299,140.82553,死傷,その他の場所,曇,冷蔵冷凍車,仙台市,10
42.95119,141.51198,車両故障,道路(高速自動車国道),晴れ,バン,北広島市,7
36.07247,136.27573,車両故障,道路(高速自動車国道),晴れ,キャブオーバ,福井市,7
36.7228,138.48674,車両故障,その他の場所,晴れ,リヤーエンジン,下高井郡山ノ内町,7
35.13537,136.74211,転覆,道路(その他),晴れ,キャブオーバ,愛西市,9
37.50343,139.94531,衝突,道路(高速自動車国道),曇,キャブオーバ,会津若松市,9
37.53896,139.97906,衝突,道路(高速自動車国道),雪,タンク車,会津若松市,10
39.34666,141.12625,衝突,道路(その他),雪,トラクタ,北上市,10
35.85098,139.7043,車内,道路(その他),晴れ,リヤーエンジン,川口市,5
35.63327,139.90164,死傷,道路(その他),晴れ,キャブオーバ,浦安市,10
36.38439,140.41574,車両故障,その他の場所,晴れ,リヤーエンジン,水戸市,7
40.96738,141.37444,車両故障,道路(その他),晴れ,バン,上北郡六ヶ...,7
37.86105,140.21338,交通障害,道路(高速自動車国道),雪,キャブオーバ,米沢市,9
38.43972,141.00226,車両故障,道路(その他),晴れ,ダンプ,黒川郡大郷町,8
40.50707,141.43059,車両故障,道路(その他),晴れ,リヤーエンジン,八戸市,7
35.37622,139.50568,火災,道路(その他),晴れ,箱型,横浜市,9
35.64526,139.82741,車両故障,その他の場所,晴れ,リヤーエンジン,江東区,7
35.69524,139.57016,車内,道路(その他),晴れ,リヤーエンジン,三鷹市,5
32.9435,130.50783,衝突,道路(その他),晴れ,リヤーエンジン,玉名市,9
43.06557,141.35532,車両故障,道路(その他),曇,リヤーエンジン,札幌市,8
31.59809,130.49025,交通障害,道路(高速自動車国道),晴れ,現金輸送車,鹿児島市,8
34.98686,135.75415,車両故障,道路(その他),曇,リヤーエンジン,京都市,8
36.42602,139.90482,死傷,道路(自動車専用道路等),晴れ,バン,河内郡上三川町,10
36.43927,139.91022,衝突,道路(その他),晴れ,キャブオーバ,河内郡上三川町,9
43.09038,141.42682,衝突,道路(その他),晴れ,バン,札幌市,9
34.69218,135.49052,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
43.0679,141.35283,車両故障,道路(その他),晴れ,リヤーエンジン,札幌市,7
34.96728,137.02473,車両故障,道路(その他),晴れ,バン,刈谷市,7
36.64863,138.19429,車両故障,道路(その他),晴れ,コンクリートミキサー車,長野県長野市,8
37.00634,140.92743,死傷,道路(その他),晴れ,キャブオーバ,いわき市,10
35.01543,138.31236,車両故障,道路(高速自動車国道),晴れ,キャブオーバ,静岡市,7
36.30363,139.79906,死傷,道路(その他),晴れ,ステーションワゴン,小山市,10
36.533,139.87233,車両故障,道路(その他),晴れ,リヤーエンジン,宇都宮市,7
34.58758,135.52916,死傷,道路(その他),晴れ,冷蔵冷凍車,松原市,10
35.43001,139.66219,車両故障,道路(その他),曇,リヤーエンジン,横浜市,8
35.01347,135.57352,救護違反,道路(その他),晴れ,キャブオーバ,亀岡市,7
35.4264,138.75316,交通障害,道路(自動車専用道路等),晴れ,ダンプ,富士吉田市,8
35.502,139.42911,死傷,道路(その他),晴れ,バン,座間市,10
35.12944,136.90829,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
43.53886,142.07315,車両故障,道路(その他),晴れ,トラクタ,赤平市,7
37.60762,140.35245,車両故障,道路(その他),晴れ,リヤーエンジン,二本松市,7
35.74169,139.67122,車両故障,道路(その他),晴れ,リヤーエンジン,練馬区,7
34.94981,136.84618,車両故障,道路(高速自動車国道),雪,バン,金沢市,9
35.80964,139.5312,車両故障,道路(高速自動車国道),晴れ,バン,所沢市,7
34.95572,137.17195,健康起因,その他の場所,晴れ,リヤーエンジン,岡崎市,6
43.12079,141.39444,車内,道路(その他),晴れ,リヤーエンジン,札幌市,5
35.46986,139.60773,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
37.14787,138.23604,転覆,道路(高速自動車国道),晴れ,バン,上越市,9
42.98813,141.44337,衝突,道路(その他),晴れ,リヤーエンジン,札幌市,9
42.99696,141.54797,衝突,道路(その他),曇,箱型,北広島市,9
38.30588,140.92747,車両故障,道路(その他),晴れ,トラクタ,仙台市,7
36.86586,138.19002,火災,道路(高速自動車国道),雪,トラクタ,妙高市,10
35.48021,139.60004,車両故障,道路(その他),晴れ,リヤーエンジン,保土ケ谷区,7
35.51784,140.09659,健康起因,道路(その他),晴れ,箱型,市原市,6
35.36936,136.95299,衝突,道路(その他),晴れ,バン,犬山市,9
36.54386,138.13182,衝突,道路(高速自動車国道),曇,トラクタ,千曲市,9
35.00173,138.44086,衝突,道路(その他),晴れ,箱型,静岡市,9
37.66205,139.57324,転覆,道路(その他),雪,冷蔵冷凍車,東蒲原郡阿賀町,10
36.25904,139.59711,健康起因,道路(高速自動車国道),晴れ,キャブオーバ,館林市,6
36.18206,140.05374,車両故障,道路(その他),晴れ,トラクタ,つくば市,7
39.71035,141.04367,衝突,道路(その他),晴れ,リヤーエンジン,滝沢市,9
35.77785,139.72099,健康起因,その他の場所,晴れ,リヤーエンジン,北区,6
38.26023,140.86794,車内,,曇,リヤーエンジン,仙台市,6
36.34417,139.6282,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,栃木市,7
36.53691,140.62025,死傷,道路(その他),晴れ,バン,日立市,10
36.33075,139.00838,火災,道路(その他),晴れ,箱型,高崎市,9
43.14909,141.74803,健康起因,道路(その他),晴れ,リヤーエンジン,岩見沢市,6
40.10162,140.00497,車両故障,道路(高速自動車国道),晴れ,タンク車,山本郡三種町,8
35.80574,139.74796,健康起因,道路(その他),晴れ,リヤーエンジン,川口市,6
35.65984,139.62375,健康起因,道路(その他),晴れ,バン,世田谷区,6
35.15981,136.88806,車両故障,道路(その他),晴れ,リヤーエンジン,名古屋市,7
34.98019,135.7626,衝突,道路(その他),晴れ,ステーションワゴン,京都市,8
43.10992,141.33864,車両故障,道路(その他),晴れ,リヤーエンジン,札幌市,7
35.33542,136.66542,健康起因,道路(その他),曇,冷蔵冷凍車,安八郡安八町,6
34.8005,137.34637,車両故障,道路(その他),晴れ,バン,豊川市,7
40.5657,140.53558,火災,その他の場所,雪,冷蔵冷凍車,平川市,10
35.51601,139.53989,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
44.06553,143.71803,転落,道路(その他),曇,トラクタ,紋別郡湧別町,9
33.40241,129.95451,転覆,道路(その他),晴れ,粉粒体運搬車,唐津市,10
40.57413,141.43736,車両故障,道路(その他),晴れ,キャブオーバ,八戸市,7
35.51996,139.63878,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
36.57168,140.53464,車両故障,道路(その他),晴れ,リヤーエンジン,常陸太田市,7
34.68329,135.45389,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
38.82928,141.58264,車両故障,道路(自動車専用道路等),晴れ,リヤーエンジン,気仙沼市,7
37.36933,138.56577,健康起因,道路(その他),曇,箱型,柏崎市,6
35.46047,139.56323,火災,道路(その他),晴れ,バン,横浜市,9
36.15741,136.26367,車両故障,道路(その他),晴れ,タンク車,坂井市,8
34.61053,135.48613,車両故障,道路(その他),晴れ,リヤーエンジン,大阪市,7
34.80615,137.65111,健康起因,その他の場所,曇,リヤーエンジン,浜松市,6
36.08295,136.38504,車両故障,道路(その他),曇,リヤーエンジン,吉田郡永平寺町,8
35.7369,139.64911,車両故障,道路(その他),曇,リヤーエンジン,練馬区,8
36.34831,138.59697,衝突,道路(その他),晴れ,バン,北佐久郡千代田町,9
37.86219,139.07967,車両故障,道路(その他),曇,リヤーエンジン,新潟市,8
35.75579,139.48206,車両故障,道路(その他),晴れ,リヤーエンジン,東村,7
35.90911,139.66148,車両故障,道路(その他),晴れ,リヤーエンジン,さいたま市,7
35.36696,139.22685,車両故障,道路(その他),曇,リヤーエンジン,秦野市,8
35.41978,139.53128,飲酒等(酒気帯び),道路(その他),晴れ,バン,横浜市,9
35.73119,139.79051,車両故障,道路(その他),晴れ,冷蔵冷凍車,荒川区,7
35.18671,136.99913,健康起因,その他の場所,晴れ,リヤーエンジン,名古屋市,6
35.39008,139.57127,車内,道路(その他),晴れ,リヤーエンジン,横浜市,5
35.0037,135.74988,車両故障,道路(その他),晴れ,リヤーエンジン,京都市,7
35.57153,139.74687,車両故障,道路(自動車専用道路等),晴れ,コンテナ専用車,大田区,8
45.13618,142.36572,車両故障,道路(その他),曇,キャブオーバ,枝幸郡浜頓別町,7
39.60601,141.14301,車両故障,道路(高速自動車国道),晴れ,脱着装置付コンテナ専用車,紫波郡矢巾町,8
35.74611,139.60123,死傷,道路(その他),晴れ,箱型,練馬区,10
39.29135,141.20386,転落,道路(その他),曇,バン,北上市,9
34.87191,135.52928,車両故障,道路(その他),晴れ,リヤーエンジン,茨木市,7
35.32717,139.40219,死傷,道路(その他),晴れ,リヤーエンジン,茅ヶ崎市,10
34.67985,135.51978,車両故障,道路(その他),曇,リヤーエンジン,大阪市,8
40.42681,141.45168,衝突,道路(その他),晴れ,粉粒体運搬車,八戸市,10
34.69527,135.49843,転覆,道路(自動車専用道路等),晴れ,トラクタ,大阪市,9
35.61262,139.5755,死傷,道路(その他),晴れ,キャブオーバ,川崎市,10
35.75339,139.73482,車両故障,道路(その他),晴れ,リヤーエンジン,北区,7
35.77579,139.70496,車内,道路(その他),晴れ,リヤーエンジン,北区,5
35.13505,138.95976,衝突,道路(その他),晴れ,トラクタ,三島市,9
35.47476,139.5448,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
38.33103,140.86426,車両故障,道路(その他),晴れ,リヤーエンジン,仙台市,7
34.49834,133.4359,死傷,道路(その他),晴れ,バン,福山市,10
35.64339,138.54613,転覆,道路(その他),晴れ,バン,中巨摩郡昭和町,9
34.76083,134.83458,衝突,道路(自動車専用道路等),晴れ,バン,加古川市,9
42.63164,141.84833,車両故障,道路(その他),晴れ,キャブオーバ,勇払郡厚真町,7
35.60316,139.49847,車両故障,その他の場所,晴れ,リヤーエンジン,川崎市,7
35.43185,139.53751,死傷,道路(その他),晴れ,リヤーエンジン,横浜市,10
36.47288,140.5663,車両故障,道路(その他),晴れ,リヤーエンジン,東海道国道...,7
42.79231,140.57578,車両故障,道路(その他),晴れ,リヤーエンジン,磯谷郡蘭越町,7
35.96891,139.60173,車両故障,道路(その他),晴れ,トラクタ,上尾市,7
34.78785,135.44495,健康起因,その他の場所,晴れ,箱型,豊中市,6
42.92738,140.73329,車両故障,道路(その他),雪,リヤーエンジン,虻田郡倶知安町,9
35.1523,135.64484,火災,道路(その他),晴れ,ダンプ,京都市,10
35.72282,139.69319,車両故障,道路(その他),晴れ,リヤーエンジン,豊島区,7
35.46309,139.54082,衝突,道路(自動車専用道路等),晴れ,キャブオーバ,横浜市,9
34.54647,135.48726,死傷,道路(その他),曇,リヤーエンジン,堺市,10
35.69474,139.80612,車両故障,道路(その他),晴れ,リヤーエンジン,墨田区,7
35.17078,136.88249,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
38.98249,141.33159,転覆,道路(その他),曇,冷蔵冷凍車,一関市,9
35.33752,139.63347,火災,その他の場所,晴れ,バン,横浜市,9
34.98718,135.75874,車両故障,道路(その他),曇,リヤーエンジン,京都市,8
35.66483,139.78598,車両故障,道路(その他),晴れ,リヤーエンジン,中央区,7
35.10749,136.99347,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
35.71479,139.88849,衝突,道路(その他),晴れ,リヤーエンジン,江戸川区,9
35.77406,139.54324,死傷,道路(その他),晴れ,バン,新座市,10
35.3246,139.35814,死傷,その他の場所,曇,バン,平塚市,10
35.67621,139.89618,車両故障,道路(その他),晴れ,ダンプ,市川市,8
35.66561,139.58347,車両故障,その他の場所,晴れ,冷蔵冷凍車,調布市,7
35.64779,137.12791,車内,道路(その他),晴れ,その他,下呂市,4
35.45715,139.59454,車内,道路(その他),晴れ,リヤーエンジン,保土ケ谷区,5
36.64529,137.19147,車両故障,道路(その他),晴れ,リヤーエンジン,富山市,7
36.33706,138.63329,健康起因,その他の場所,晴れ,バン,長野県北佐久郡軽井沢町,6
34.66587,135.53175,救護違反,道路(その他),晴れ,箱型,大阪市,7
36.72214,136.69775,車両故障,道路(自動車専用道路等),晴れ,ダンプ,かほく市,8
35.14309,136.85478,車両故障,その他の場所,晴れ,リヤーエンジン,名古屋市,7
34.71653,135.50534,死傷,道路(その他),晴れ,キャブオーバ,大阪市,10
35.61243,139.36922,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
34.91393,135.80801,車両故障,道路(その他),晴れ,リヤーエンジン,宇治市,7
35.65723,139.34409,車両故障,その他の場所,晴れ,リヤーエンジン,八王子市,7
43.00792,141.37347,健康起因,道路(その他),晴れ,箱型,札幌市,6
36.49959,136.51646,衝突,道路(その他),曇,冷蔵冷凍車,白山市,9
35.02968,136.22868,車両故障,道路(その他),晴れ,粉粒体運搬車,蒲生郡日野町,8
37.50347,140.14571,車両故障,道路(高速自動車国道),晴れ,トラクタ,耶麻郡猪苗代町,7
35.51993,139.71666,車両故障,道路(その他),晴れ,リヤーエンジン,川崎市,7
43.19094,140.99104,車両故障,道路(その他),雪,リヤーエンジン,小樽市,9
35.70372,139.57899,車両故障,その他の場所,晴れ,リヤーエンジン,武蔵野市,7
35.15496,138.61082,車両故障,その他の場所,晴れ,リヤーエンジン,富士市,7
36.70574,137.30121,死傷,道路(その他),曇,バン,中新川郡舟橋村,10
31.87361,130.35139,転落,道路(その他),曇,トラクタ,薩摩川内市,9
35.66657,139.31607,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.66479,139.28792,車両故障,道路(その他),晴れ,リヤーエンジン,八王子市,7
35.87326,139.62862,車内,道路(その他),晴れ,リヤーエンジン,さいたま市,5
35.77985,140.35594,健康起因,その他の場所,晴れ,リヤーエンジン,成田市,6
34.5779,135.55179,死傷,道路(その他),晴れ,バン,松原市,10
35.62196,139.71898,車両故障,その他の場所,晴れ,リヤーエンジン,品川区,7
35.05253,137.01534,死傷,道路(その他),曇,キャブオーバ,豊明市,10
36.39431,140.52524,車両故障,その他の場所,晴れ,リヤーエンジン,ひたちなか市,7
36.3944,140.53214,車両故障,道路(その他),晴れ,リヤーエンジン,ひたちなか市,7
35.62325,139.72418,車両故障,道路(その他),雨,リヤーエンジン,品川区,8
34.92076,138.29739,車両故障,道路(その他),晴れ,キャブオーバ,藤枝市,7
34.71136,135.66042,衝突,道路(その他),晴れ,箱型,大東市,9
39.64392,140.67426,車両故障,道路(その他),曇,バン,仙北市,7
35.71573,139.98897,車両故障,道路(その他),晴れ,リヤーエンジン,船橋市,7
35.1136,136.88512,車両故障,道路(その他),曇,リヤーエンジン,名古屋市,8
34.76416,138.0222,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,掛川市,7
35.75755,139.85381,死傷,道路(その他),晴れ,バン,葛飾区,10
35.49467,139.60808,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
42.33504,140.93533,車両故障,道路(その他),晴れ,リヤーエンジン,室蘭市,7
34.43985,134.91463,転覆,道路(高速自動車国道),晴れ,キャブオーバ,淡路市,9
38.71437,141.31664,車両故障,道路(自動車専用道路等),曇,トラクタ,登米市,7
35.15859,136.89786,車両故障,道路(その他),晴れ,リヤーエンジン,名古屋市,7
42.51011,140.81239,転覆,道路(その他),曇,ダンプ,伊達市,10
35.65565,139.79861,車両故障,道路(その他),曇,リヤーエンジン,江東区,8
36.36945,140.49933,車両故障,道路(その他),曇,リヤーエンジン,水戸市,8
32.64486,129.83997,衝突,道路(その他),晴れ,キャブオーバ,長崎市,9
41.95424,143.21745,車両故障,道路(その他),晴れ,リヤーエンジン,北海道えりも町,7
35.62133,139.51656,車両故障,道路(その他),晴れ,リヤーエンジン,川崎市,7
35.74403,139.72702,車両故障,道路(その他),晴れ,リヤーエンジン,北区,7
36.44109,139.98776,車両故障,道路(その他),晴れ,リヤーエンジン,真岡市,7
43.53074,141.87009,死傷,道路(その他),晴れ,冷蔵冷凍車,樺戸郡新十津川町,10
35.67216,139.29575,死傷,その他の場所,晴れ,箱型,八王子市,10
35.46466,139.59932,車両故障,道路(その他),晴れ,リヤーエンジン,横浜市,7
35.56123,139.44194,健康起因,その他の場所,晴れ,箱型,町田市,6
36.73284,137.28015,衝突,道路(その他),雪,バン,富山市,10
34.85924,135.62436,健康起因,道路(その他),晴れ,箱型,高槻市,6
38.25724,140.86731,死傷,道路(その他),晴れ,リヤーエンジン,仙台市,10
34.97735,138.94917,車両故障,道路(その他),晴れ,リヤーエンジン,伊豆市,7
36.84967,139.94678,衝突,道路(その他),晴れ,バン,大田原市,9
36.85014,139.94945,衝突,道路(その他),晴れ,トラクタ,大田原市,9
36.24333,139.19063,飲酒等(酒気帯び),道路(その他),晴れ,キャブオーバ,本庄市,9
35.52039,139.48912,車両故障,道路(高速自動車国道),晴れ,リヤーエンジン,横浜市,7
38.2183,140.78569,車両故障,道路(その他),曇,リヤーエンジン,仙台市,8
35.70245,139.56033,車両故障,道路(その他),晴れ,リヤーエンジン,三鷹市,7
35.6664,136.09969,交通障害,道路(高速自動車国道),雪,キャブオーバ,敦賀市,9
35.4338,135.64896,転落,道路(その他),雪,リヤーエンジン,小浜市,10
35.12329,136.90302,衝突,道路(その他),晴れ,トラクタ,名古屋市,9
34.89984,135.44322,死傷,その他の場所,晴れ,箱型,豊能郡豊能町,10
35.41677,139.62628,死傷,道路(その他),晴れ,バン,横浜市,10
35.46911,137.76227,転覆,道路(その他),晴れ,バン,長野県飯田市,9
37.15516,140.24304,火災,道路(高速自動車国道),晴れ,トラクタ,白河市,9
34.96761,137.0994,衝突,道路(その他),晴れ,キャブオーバ,安城市,9
35.70118,139.50568,車両故障,道路(その他),晴れ,リヤーエンジン,小金井市,7
36.52803,139.86363,死傷,道路(その他),晴れ,箱型,宇都宮市,10
35.52936,140.08208,死傷,その他の場所,晴れ,トラクタ,市原市,10
35.11324,136.88489,車両故障,道路(その他),晴れ,リヤーエンジン,名古屋市,7
34.91919,134.99762,車両故障,道路(高速自動車国道),曇,リヤーエンジン,加東市,8
36.69447,137.06544,死傷,道路(その他),曇,バン,射水市,10
35.3182,139.10654,衝突,道路(その他),曇,箱型,南足柄市,9
34.63669,135.45572,車両故障,道路(その他),曇,リヤーエンジン,大阪市,8
35.74421,139.606,車両故障,その他の場所,晴れ,リヤーエンジン,練馬区,7
35.56175,139.18565,車両故障,道路(その他),晴れ,キャブオーバ,相模原市,7
34.72067,135.55351,救護違反,道路(その他),雨,箱型,大阪市,8
35.76001,139.4987,衝突,道路(その他),晴れ,バン,東村,9
35.20334,136.97633,車両故障,道路(高速自動車国道),晴れ,冷蔵冷凍車,名古屋市,7
36.38447,140.32094,衝突,道路(その他),晴れ,トラクタ,笠間市,9
36.36189,139.09302,車両故障,道路(その他),晴れ,リヤーエンジン,前橋市,7
34.81276,135.65002,車両故障,道路(その他),晴れ,リヤーエンジン,枚方市,7
35.50271,139.31863,車両故障,道路(その他),晴れ,リヤーエンジン,厚木市,7
34.41332,135.33682,死傷,道路(その他),晴れ,ダンプ,泉佐野市,10
35.46428,139.39497,衝突,道路(その他),晴れ,バン,海老名市,9
43.14253,141.2776,健康起因,道路(その他),雪,リヤーエンジン,石狩市,8
36.50693,140.62747,車両故障,道路(その他),晴れ,リヤーエンジン,日立市,7
44.48158,142.34647,死傷,道路(その他),曇,ダンプ,中川郡美深町,10
35.76188,140.30542,死傷,道路(その他),晴れ,バン,成田市,10
35.14672,139.62083,衝突,道路(その他),晴れ,リヤーエンジン,三浦市,9
35.11139,136.9437,車内,道路(その他),晴れ,リヤーエンジン,名古屋市,5
35.10051,136.75819,火災,道路(その他),晴れ,塵芥車,弥富市,10
43.12298,141.22356,車両故障,道路(その他),曇,リヤーエンジン,札幌市,8
35.23658,139.09351,車両故障,道路(その他),晴れ,リヤーエンジン,足柄下郡箱根町,7
34.58362,135.7285,交通障害,道路(高速自動車国道),晴れ,バン,北葛城郡河合町,7
36.51425,140.61752,車両故障,その他の場所,雨,リヤーエンジン,日立市,8
35.47043,139.60277,車両故障,道路(その他),雨,リヤーエンジン,神奈川区,8
37.63654,140.48703,健康起因,道路(その他),雪,バン,福島市,8
35.74336,139.63501,車両故障,道路(その他),雪,リヤーエンジン,練馬区,9
