調査年 コード,調査年,地域 コード,地域,/項目,A6103_流出人口（県内他市区町村で従業・通学している人口）【人】,注釈,lat,lon,市町村
2015100000,2015年度,35204,山口県 萩市,,"2,535",,34.408054,131.39917,萩市
2015100000,2015年度,35206,山口県 防府市,,"11,825",,34.05143,131.562775,防府市
2015100000,2015年度,35207,山口県 下松市,,"11,164",,34.014999,131.870285,下松市
2015100000,2015年度,35208,山口県 岩国市,,"5,175",,34.166595,132.218842,岩国市
2015100000,2015年度,35210,山口県 光市,,"9,504",,33.961895,131.942123,光市
2015100000,2015年度,35211,山口県 長門市,,"2,453",,34.37056,131.182617,長門市
2015100000,2015年度,35212,山口県 柳井市,,"5,364",,33.96389,132.101669,柳井市
2015100000,2015年度,35213,山口県 美祢市,,"3,655",,34.166714,131.206207,美祢市
2015100000,2015年度,35215,山口県 周南市,,"13,757",,34.055725,131.806595,周南市
2015100000,2015年度,35216,山口県 山陽小野田市,,"11,499",,34.003166,131.181808,山陽小野田市
2015100000,2015年度,35305,山口県 周防大島町,,"1,246",,33.927502,132.195282,周防大島町
2015100000,2015年度,35321,山口県 和木町,,"1,073",,34.202396,132.220398,和木町
2015100000,2015年度,35341,山口県 上関町,,377,,33.830795,132.110214,上関町
2015100000,2015年度,35343,山口県 田布施町,,"4,425",,33.954723,132.041382,田布施町
2015100000,2015年度,35344,山口県 平生町,,"3,363",,33.938194,132.073608,平生町
2015100000,2015年度,35502,山口県 阿武町,,598,,34.503326,131.471436,阿武町
2015100000,2015年度,36201,徳島県 徳島市,,"20,861",,34.070091,134.554703,徳島市
2015100000,2015年度,36202,徳島県 鳴門市,,"10,092",,34.17292,134.608932,鳴門市
2015100000,2015年度,36203,徳島県 小松島市,,"9,416",,34.004658,134.590714,小松島市
2015100000,2015年度,36204,徳島県 阿南市,,"8,320",,33.921814,134.659515,阿南市
2015100000,2015年度,36205,徳島県 吉野川市,,"8,573",,34.066353,134.358643,吉野川市
2015100000,2015年度,36206,徳島県 阿波市,,"7,509",,34.102139,134.297455,阿波市
2015100000,2015年度,36207,徳島県 美馬市,,"4,318",,34.053825,134.169724,美馬市
2015100000,2015年度,36208,徳島県 三好市,,"1,567",,34.026409,133.807053,三好市
2015100000,2015年度,36301,徳島県 勝浦町,,"1,164",,33.931458,134.511368,勝浦町
2015100000,2015年度,36302,徳島県 上勝町,,128,,33.888954,134.40184,上勝町
2015100000,2015年度,36321,徳島県 佐那河内村,,558,,33.993801,134.457764,佐那河内村
2015100000,2015年度,36341,徳島県 石井町,,"7,118",,34.074135,134.440674,石井町
2015100000,2015年度,36342,徳島県 神山町,,880,,33.967239,134.350525,神山町
2015100000,2015年度,36368,徳島県 那賀町,,770,,33.857437,134.496643,那賀町
2015100000,2015年度,36383,徳島県 牟岐町,,606,,33.668266,134.420685,牟岐町
2015100000,2015年度,36387,徳島県 美波町,,972,,33.734581,134.535522,美波町
2015100000,2015年度,36388,徳島県 海陽町,,583,,33.602047,134.35202,海陽町
2015100000,2015年度,36401,徳島県 松茂町,,"4,324",,34.133774,134.580612,松茂町
2015100000,2015年度,36402,徳島県 北島町,,"7,190",,34.125591,134.546982,北島町
2015100000,2015年度,36403,徳島県 藍住町,,"10,552",,34.126633,134.495117,藍住町
2015100000,2015年度,36404,徳島県 板野町,,"3,534",,34.144356,134.462601,板野町
2015100000,2015年度,36405,徳島県 上板町,,"3,403",,34.121387,134.404999,上板町
2015100000,2015年度,36468,徳島県 つるぎ町,,"1,432",,34.037281,134.064011,つるぎ町
2015100000,2015年度,36489,徳島県 東みよし町,,"2,961",,34.036739,133.93689,東みよし町
2015100000,2015年度,37201,香川県 高松市,,"21,663",,34.342758,134.046524,高松市
2015100000,2015年度,37202,香川県 丸亀市,,"23,585",,34.289886,133.798706,丸亀市
2015100000,2015年度,37203,香川県 坂出市,,"10,133",,34.316692,133.860504,坂出市
2015100000,2015年度,37204,香川県 善通寺市,,"7,913",,34.227161,133.787186,善通寺市
2015100000,2015年度,37205,香川県 観音寺市,,"7,343",,34.128475,133.662857,観音寺市
2015100000,2015年度,37206,香川県 さぬき市,,"10,716",,34.32526,134.172073,さぬき市
2015100000,2015年度,37207,香川県 東かがわ市,,"3,948",,34.243809,134.358826,東かがわ市
2015100000,2015年度,37208,香川県 三豊市,,"12,940",,34.182674,133.715118,三豊市
2015100000,2015年度,37322,香川県 土庄町,,"1,258",,34.486652,134.188629,土庄町
2015100000,2015年度,37324,香川県 小豆島町,,"1,130",,34.479713,134.308884,小豆島町
2015100000,2015年度,37341,香川県 三木町,,"8,309",,34.268333,134.134445,三木町
2015100000,2015年度,37364,香川県 直島町,,47,,34.459797,133.99559,直島町
2015100000,2015年度,37386,香川県 宇多津町,,"6,318",,34.310349,133.825516,宇多津町
2015100000,2015年度,37387,香川県 綾川町,,"6,798",,34.249619,133.923096,綾川町
2015100000,2015年度,37403,香川県 琴平町,,"2,545",,34.191418,133.823334,琴平町
2015100000,2015年度,37404,香川県 多度津町,,"6,699",,34.272713,133.75856,多度津町
2015100000,2015年度,37406,香川県 まんのう町,,"5,154",,34.192348,133.841461,まんのう町
2015100000,2015年度,38201,愛媛県 松山市,,"23,571",,33.839165,132.76564,松山市
2015100000,2015年度,38202,愛媛県 今治市,,"4,918",,34.066212,132.997757,今治市
2015100000,2015年度,38203,愛媛県 宇和島市,,"2,716",,33.223251,132.560867,宇和島市
2015100000,2015年度,38204,愛媛県 八幡浜市,,"2,987",,33.462883,132.42337,八幡浜市
2015100000,2015年度,38205,愛媛県 新居浜市,,"6,795",,33.960297,133.283401,新居浜市
2015100000,2015年度,38206,愛媛県 西条市,,"10,600",,33.919495,133.181122,西条市
2015100000,2015年度,38207,愛媛県 大洲市,,"3,931",,33.50618,132.544495,大洲市
2015100000,2015年度,38210,愛媛県 伊予市,,"8,991",,33.757683,132.703827,伊予市
2015100000,2015年度,38213,愛媛県 四国中央市,,"2,741",,33.980591,133.549988,四国中央市
2015100000,2015年度,38214,愛媛県 西予市,,"3,583",,33.362671,132.51088,西予市
2015100000,2015年度,38215,愛媛県 東温市,,"7,525",,33.791031,132.872269,東温市
2015100000,2015年度,38356,愛媛県 上島町,,81,,34.257568,133.204437,上島町
2015100000,2015年度,38386,愛媛県 久万高原町,,369,,33.655605,132.901688,久万高原町
2015100000,2015年度,38401,愛媛県 松前町,,"8,507",,33.787457,132.711365,松前町
2015100000,2015年度,38402,愛媛県 砥部町,,"6,372",,33.749214,132.792252,砥部町
2015100000,2015年度,38422,愛媛県 内子町,,"2,544",,33.533039,132.658127,内子町
2015100000,2015年度,38442,愛媛県 伊方町,,858,,33.488571,132.354172,伊方町
2015100000,2015年度,38484,愛媛県 松野町,,745,,33.227142,132.711304,松野町
2015100000,2015年度,38488,愛媛県 鬼北町,,"1,509",,33.255871,132.684097,鬼北町
2015100000,2015年度,38506,愛媛県 愛南町,,716,,32.962494,132.583389,愛南町
2015100000,2015年度,39201,高知県 高知市,,"18,747",,33.558723,133.531097,高知市
2015100000,2015年度,39202,高知県 室戸市,,687,,33.289932,134.152023,室戸市
2015100000,2015年度,39203,高知県 安芸市,,"2,056",,33.516407,133.905807,安芸市
2015100000,2015年度,39204,高知県 南国市,,"11,575",,33.575684,133.641479,南国市
2015100000,2015年度,39205,高知県 土佐市,,"5,478",,33.495998,133.425049,土佐市
2015100000,2015年度,39206,高知県 須崎市,,"2,444",,33.40073,133.282959,須崎市
2015100000,2015年度,39208,高知県 宿毛市,,"1,829",,32.934013,132.702026,宿毛市
2015100000,2015年度,39209,高知県 土佐清水市,,664,,32.781593,132.954926,土佐清水市
2015100000,2015年度,39210,高知県 四万十市,,"2,402",,32.991421,132.933746,四万十市
2015100000,2015年度,39211,高知県 香南市,,"8,110",,33.564362,133.70079,香南市
2015100000,2015年度,39212,高知県 香美市,,"5,353",,33.603756,133.685837,香美市
2015100000,2015年度,39301,高知県 東洋町,,89,,33.527966,134.28006,東洋町
2015100000,2015年度,39302,高知県 奈半利町,,590,,33.424175,134.021011,奈半利町
2015100000,2015年度,39303,高知県 田野町,,556,,33.427704,134.008179,田野町
2015100000,2015年度,39304,高知県 安田町,,541,,33.439079,133.981216,安田町
2015100000,2015年度,39305,高知県 北川村,,278,,33.447826,134.04216,北川村
2015100000,2015年度,39306,高知県 馬路村,,45,,33.555256,134.048111,馬路村
2015100000,2015年度,39307,高知県 芸西村,,735,,33.526939,133.808807,芸西村
2015100000,2015年度,39341,高知県 本山町,,573,,33.759655,133.586716,本山町
2015100000,2015年度,39344,高知県 大豊町,,433,,33.768665,133.643036,大豊町
2015100000,2015年度,39363,高知県 土佐町,,497,,33.737026,133.531784,土佐町
2015100000,2015年度,39364,高知県 大川村,,28,,33.783718,133.466599,大川村
2015100000,2015年度,39386,高知県 いの町,,"6,072",,33.548717,133.427811,いの町
2015100000,2015年度,39387,高知県 仁淀川町,,380,,33.575287,133.171005,仁淀川町
2015100000,2015年度,39401,高知県 中土佐町,,"1,062",,33.329266,133.224823,中土佐町
2015100000,2015年度,39402,高知県 佐川町,,"3,119",,33.500835,133.286713,佐川町
2015100000,2015年度,39403,高知県 越知町,,"1,065",,33.532871,133.252182,越知町
2015100000,2015年度,39405,高知県 檮原町,,144,,33.39222,132.926956,檮原町
2015100000,2015年度,39410,高知県 日高村,,"1,338",,33.535084,133.373199,日高村
2015100000,2015年度,39411,高知県 津野町,,992,,33.446682,133.199371,津野町
2015100000,2015年度,39412,高知県 四万十町,,892,,33.211605,133.137039,四万十町
2015100000,2015年度,39424,高知県 大月町,,669,,32.841492,132.707001,大月町
2015100000,2015年度,39427,高知県 三原村,,274,,32.906128,132.847321,三原村
2015100000,2015年度,39428,高知県 黒潮町,,"1,842",,33.024956,133.004181,黒潮町
2015100000,2015年度,40100,福岡県 北九州市,,"179,285",,33.883411,130.875229,北九州市
2015100000,2015年度,40101,福岡県 北九州市 門司区,,"15,153",,33.941189,130.959686,北九州市 門司区
2015100000,2015年度,40103,福岡県 北九州市 若松区,,"17,772",,33.905441,130.811172,北九州市 若松区
2015100000,2015年度,40105,福岡県 北九州市 戸畑区,,"13,137",,33.893555,130.82988,北九州市 戸畑区
2015100000,2015年度,40106,福岡県 北九州市 小倉北区,,"24,493",,33.880775,130.873535,北九州市 小倉北区
2015100000,2015年度,40107,福岡県 北九州市 小倉南区,,"42,848",,33.846428,130.884827,北九州市 小倉南区
2015100000,2015年度,40108,福岡県 北九州市 八幡東区,,"16,045",,33.863529,130.811874,北九州市 八幡東区
2015100000,2015年度,40109,福岡県 北九州市 八幡西区,,"49,837",,33.866409,130.764297,北九州市 八幡西区
2015100000,2015年度,40130,福岡県 福岡市,,"342,407",,33.59,130.401672,福岡市
2015100000,2015年度,40131,福岡県 福岡市 東区,,"64,234",,33.617779,130.417496,福岡市 東区
2015100000,2015年度,40132,福岡県 福岡市 博多区,,"36,875",,33.590897,130.414352,福岡市 博多区
2015100000,2015年度,40133,福岡県 福岡市 中央区,,"34,289",,33.589203,130.392822,福岡市 中央区
2015100000,2015年度,40134,福岡県 福岡市 南区,,"66,411",,33.5616,130.426407,福岡市 南区
2015100000,2015年度,40135,福岡県 福岡市 西区,,"49,180",,33.582779,130.323059,福岡市 西区
2015100000,2015年度,40136,福岡県 福岡市 城南区,,"36,406",,33.575657,130.369919,福岡市 城南区
2015100000,2015年度,40137,福岡県 福岡市 早良区,,"55,012",,33.581848,130.348511,福岡市 早良区
2015100000,2015年度,40202,福岡県 大牟田市,,"7,340",,33.030277,130.446106,大牟田市
2015100000,2015年度,40203,福岡県 久留米市,,"34,314",,33.319248,130.508362,久留米市
2015100000,2015年度,40204,福岡県 直方市,,"11,741",,33.744019,130.729599,直方市
2015100000,2015年度,40205,福岡県 飯塚市,,"18,047",,33.646603,130.691147,飯塚市
2015100000,2015年度,40206,福岡県 田川市,,"8,216",,33.638889,130.806107,田川市
2015100000,2015年度,40207,福岡県 柳川市,,"12,930",,33.163055,130.406113,柳川市
2015100000,2015年度,40210,福岡県 八女市,,"9,369",,33.211426,130.558151,八女市
2015100000,2015年度,40211,福岡県 筑後市,,"12,315",,33.212376,130.502045,筑後市
2015100000,2015年度,40212,福岡県 大川市,,"5,521",,33.206596,130.383957,大川市
2015100000,2015年度,40213,福岡県 行橋市,,"15,657",,33.728802,130.982971,行橋市
2015100000,2015年度,40214,福岡県 豊前市,,"3,016",,33.611507,131.12999,豊前市
2015100000,2015年度,40215,福岡県 中間市,,"12,115",,33.816666,130.709167,中間市
2015100000,2015年度,40216,福岡県 小郡市,,"15,492",,33.396389,130.555557,小郡市
2015100000,2015年度,40217,福岡県 筑紫野市,,"29,256",,33.487385,130.526001,筑紫野市
2015100000,2015年度,40218,福岡県 春日市,,"37,158",,33.53278,130.470276,春日市
2015100000,2015年度,40219,福岡県 大野城市,,"32,523",,33.536278,130.478699,大野城市
2015100000,2015年度,40220,福岡県 宗像市,,"25,585",,33.80558,130.540588,宗像市
2015100000,2015年度,40221,福岡県 太宰府市,,"21,565",,33.512779,130.523895,太宰府市
2015100000,2015年度,40223,福岡県 古賀市,,"16,424",,33.72876,130.470047,古賀市
2015100000,2015年度,40224,福岡県 福津市,,"16,887",,33.766945,130.491104,福津市
2015100000,2015年度,40225,福岡県 うきは市,,"5,593",,33.347404,130.75499,うきは市
2015100000,2015年度,40226,福岡県 宮若市,,"5,903",,33.723625,130.667435,宮若市
2015100000,2015年度,40227,福岡県 嘉麻市,,"8,534",,33.598419,130.719223,嘉麻市
2015100000,2015年度,40228,福岡県 朝倉市,,"8,022",,33.423332,130.665558,朝倉市
2015100000,2015年度,40229,福岡県 みやま市,,"9,121",,33.1525,130.474716,みやま市
2015100000,2015年度,40230,福岡県 糸島市,,"23,191",,33.557217,130.196274,糸島市
2015100000,2015年度,40231,福岡県 那珂川市,,"15,261",,33.499588,130.422195,那珂川市
2015100000,2015年度,40341,福岡県 宇美町,,"11,745",,33.56778,130.511108,宇美町
2015100000,2015年度,40342,福岡県 篠栗町,,"10,229",,33.62389,130.526382,篠栗町
2015100000,2015年度,40343,福岡県 志免町,,"14,767",,33.591496,130.479797,志免町
2015100000,2015年度,40344,福岡県 須恵町,,"8,971",,33.587223,130.507217,須恵町
2015100000,2015年度,40345,福岡県 新宮町,,"10,293",,33.715279,130.446671,新宮町
2015100000,2015年度,40348,福岡県 久山町,,"2,624",,33.646667,130.5,久山町
2015100000,2015年度,40349,福岡県 粕屋町,,"16,255",,33.610832,130.48056,粕屋町
2015100000,2015年度,40381,福岡県 芦屋町,,"3,913",,33.893929,130.663757,芦屋町
2015100000,2015年度,40382,福岡県 水巻町,,"9,179",,33.854687,130.694687,水巻町
2015100000,2015年度,40383,福岡県 岡垣町,,"9,647",,33.853611,130.611389,岡垣町
2015100000,2015年度,40384,福岡県 遠賀町,,"5,908",,33.848057,130.668335,遠賀町
2015100000,2015年度,40401,福岡県 小竹町,,"2,292",,33.696541,130.707993,小竹町
2015100000,2015年度,40402,福岡県 鞍手町,,"4,734",,33.792896,130.692429,鞍手町
2015100000,2015年度,40421,福岡県 桂川町,,"4,708",,33.578888,130.678055,桂川町
2015100000,2015年度,40447,福岡県 筑前町,,"9,078",,33.456944,130.595276,筑前町
2015100000,2015年度,40448,福岡県 東峰村,,283,,33.397308,130.870117,東峰村
2015100000,2015年度,40503,福岡県 大刀洗町,,"4,502",,33.372364,130.622604,大刀洗町
2015100000,2015年度,40522,福岡県 大木町,,"4,545",,33.210556,130.439728,大木町
2015100000,2015年度,40544,福岡県 広川町,,"5,580",,33.241245,130.551392,広川町
2015100000,2015年度,40601,福岡県 香春町,,"2,883",,33.667992,130.847412,香春町
2015100000,2015年度,40602,福岡県 添田町,,"2,474",,33.571735,130.854019,添田町
2015100000,2015年度,40604,福岡県 糸田町,,"2,825",,33.652779,130.77916,糸田町
2015100000,2015年度,40605,福岡県 川崎町,,"3,932",,33.599976,130.815018,川崎町
2015100000,2015年度,40608,福岡県 大任町,,"1,400",,33.61227,130.853729,大任町
2015100000,2015年度,40609,福岡県 赤村,,853,,33.616669,130.870834,赤村
2015100000,2015年度,40610,福岡県 福智町,,"5,864",,33.683334,130.779999,福智町
2015100000,2015年度,40621,福岡県 苅田町,,"7,262",,33.77597,130.980515,苅田町
2015100000,2015年度,40625,福岡県 みやこ町,,"5,427",,33.699165,130.920563,みやこ町
2015100000,2015年度,40642,福岡県 吉富町,,"1,157",,33.602581,131.176102,吉富町
2015100000,2015年度,40646,福岡県 上毛町,,"1,214",,33.578335,131.164444,上毛町
2015100000,2015年度,40647,福岡県 築上町,,"4,205",,33.656384,131.055756,築上町
2015100000,2015年度,41201,佐賀県 佐賀市,,"14,181",,33.263512,130.300888,佐賀市
2015100000,2015年度,41202,佐賀県 唐津市,,"6,349",,33.449802,129.967682,唐津市
2015100000,2015年度,41203,佐賀県 鳥栖市,,"5,541",,33.378059,130.50502,鳥栖市
2015100000,2015年度,41204,佐賀県 多久市,,"4,911",,33.288612,130.110275,多久市
2015100000,2015年度,41205,佐賀県 伊万里市,,"4,577",,33.264721,129.880829,伊万里市
2015100000,2015年度,41206,佐賀県 武雄市,,"9,130",,33.194874,130.021561,武雄市
2015100000,2015年度,41207,佐賀県 鹿島市,,"5,566",,33.103809,130.098511,鹿島市
2015100000,2015年度,41208,佐賀県 小城市,,"13,334",,33.273685,130.216843,小城市
2015100000,2015年度,41209,佐賀県 嬉野市,,"5,382",,33.127777,130.059998,嬉野市
2015100000,2015年度,41210,佐賀県 神埼市,,"8,325",,33.311649,130.371796,神埼市
2015100000,2015年度,41327,佐賀県 吉野ヶ里町,,"4,084",,33.32111,130.398895,吉野ヶ里町
2015100000,2015年度,41341,佐賀県 基山町,,"2,589",,33.426945,130.523056,基山町
2015100000,2015年度,41345,佐賀県 上峰町,,"2,893",,33.31963,130.426163,上峰町
2015100000,2015年度,41346,佐賀県 みやき町,,"4,888",,33.324638,130.454437,みやき町
2015100000,2015年度,41387,佐賀県 玄海町,,"1,074",,33.472221,129.874725,玄海町
2015100000,2015年度,41401,佐賀県 有田町,,"3,282",,33.210556,129.849167,有田町
2015100000,2015年度,41423,佐賀県 大町町,,"1,993",,33.21389,130.116104,大町町
2015100000,2015年度,41424,佐賀県 江北町,,"3,157",,33.220554,130.157227,江北町
2015100000,2015年度,41425,佐賀県 白石町,,"5,571",,33.180965,130.143494,白石町
2015100000,2015年度,41441,佐賀県 太良町,,"1,292",,33.019444,130.179169,太良町
2015100000,2015年度,42201,長崎県 長崎市,,"18,790",,32.749527,129.879807,長崎市
2015100000,2015年度,42202,長崎県 佐世保市,,"9,427",,33.17992,129.715088,佐世保市
2015100000,2015年度,42203,長崎県 島原市,,"3,502",,32.787956,130.370178,島原市
2015100000,2015年度,42204,長崎県 諫早市,,"17,022",,32.84343,130.053162,諫早市
2015100000,2015年度,42205,長崎県 大村市,,"11,255",,32.900002,129.958328,大村市
2015100000,2015年度,42207,長崎県 平戸市,,"2,140",,33.368046,129.55365,平戸市
2015100000,2015年度,42208,長崎県 松浦市,,"1,711",,33.341022,129.709076,松浦市
2015100000,2015年度,42209,長崎県 対馬市,,10,,34.202778,129.287506,対馬市
2015100000,2015年度,42210,長崎県 壱岐市,,21,,33.749958,129.691345,壱岐市
2015100000,2015年度,42211,長崎県 五島市,,77,,32.695778,128.840897,五島市
2015100000,2015年度,42212,長崎県 西海市,,"2,753",,32.933056,129.643051,西海市
2015100000,2015年度,42213,長崎県 雲仙市,,"6,908",,32.834999,130.1875,雲仙市
2015100000,2015年度,42214,長崎県 南島原市,,"4,547",,32.659721,130.297775,南島原市
2015100000,2015年度,42307,長崎県 長与町,,"14,457",,32.825176,129.875015,長与町
2015100000,2015年度,42308,長崎県 時津町,,"8,390",,32.828888,129.848618,時津町
2015100000,2015年度,42321,長崎県 東彼杵町,,"2,010",,33.037003,129.917145,東彼杵町
2015100000,2015年度,42322,長崎県 川棚町,,"3,399",,33.072742,129.861603,川棚町
2015100000,2015年度,42323,長崎県 波佐見町,,"2,691",,33.138393,129.895432,波佐見町
2015100000,2015年度,42383,長崎県 小値賀町,,1,,33.191029,129.058899,小値賀町
2015100000,2015年度,42391,長崎県 佐々町,,"4,056",,33.237965,129.65094,佐々町
2015100000,2015年度,42411,長崎県 新上五島町,,104,,32.984444,129.073334,新上五島町
2015100000,2015年度,43100,熊本県 熊本市,,"154,372",,32.803333,130.708054,熊本市
2015100000,2015年度,43101,熊本県 熊本市 中央区,,"25,531",,32.803284,130.70813,熊本市 中央区
2015100000,2015年度,43102,熊本県 熊本市 東区,,"43,202",,32.780514,130.768082,熊本市 東区
2015100000,2015年度,43103,熊本県 熊本市 西区,,"21,728",,32.776489,130.647552,熊本市 西区
2015100000,2015年度,43104,熊本県 熊本市 南区,,"29,084",,32.71526,130.678909,熊本市 南区
2015100000,2015年度,43105,熊本県 熊本市 北区,,"34,827",,32.903618,130.69426,熊本市 北区
2015100000,2015年度,43202,熊本県 八代市,,"7,834",,32.5075,130.601807,八代市
2015100000,2015年度,43203,熊本県 人吉市,,"3,184",,32.205631,130.760162,人吉市
2015100000,2015年度,43204,熊本県 荒尾市,,"5,526",,32.986668,130.433334,荒尾市
2015100000,2015年度,43205,熊本県 水俣市,,"1,035",,32.211784,130.4086,水俣市
2015100000,2015年度,43206,熊本県 玉名市,,"9,963",,32.935265,130.562881,玉名市
2015100000,2015年度,43208,熊本県 山鹿市,,"7,421",,33.017574,130.69136,山鹿市
2015100000,2015年度,43210,熊本県 菊池市,,"8,942",,32.979736,130.813217,菊池市
2015100000,2015年度,43211,熊本県 宇土市,,"10,056",,32.687294,130.658478,宇土市
2015100000,2015年度,43212,熊本県 上天草市,,"2,104",,32.587502,130.430557,上天草市
2015100000,2015年度,43213,熊本県 宇城市,,"11,942",,32.647846,130.684357,宇城市
2015100000,2015年度,43214,熊本県 阿蘇市,,"2,353",,32.952099,131.121277,阿蘇市
2015100000,2015年度,43215,熊本県 天草市,,"1,981",,32.458923,130.193451,天草市
2015100000,2015年度,43216,熊本県 合志市,,"18,405",,32.88599,130.789734,合志市
2015100000,2015年度,43348,熊本県 美里町,,"2,304",,32.639721,130.788895,美里町
2015100000,2015年度,43364,熊本県 玉東町,,"1,632",,32.919273,130.628601,玉東町
2015100000,2015年度,43367,熊本県 南関町,,"1,425",,33.059566,130.54364,南関町
2015100000,2015年度,43368,熊本県 長洲町,,"2,989",,32.929722,130.452774,長洲町
2015100000,2015年度,43369,熊本県 和水町,,"2,427",,32.978058,130.605835,和水町
2015100000,2015年度,43403,熊本県 大津町,,"8,570",,32.877953,130.868591,大津町
2015100000,2015年度,43404,熊本県 菊陽町,,"12,834",,32.862499,130.828613,菊陽町
2015100000,2015年度,43423,熊本県 南小国町,,484,,33.098564,131.070511,南小国町
2015100000,2015年度,43424,熊本県 小国町,,674,,33.121387,131.068329,小国町
2015100000,2015年度,43425,熊本県 産山村,,190,,32.995537,131.216705,産山村
2015100000,2015年度,43428,熊本県 高森町,,868,,32.827221,131.121948,高森町
2015100000,2015年度,43432,熊本県 西原村,,"2,038",,32.834721,130.903061,西原村
2015100000,2015年度,43433,熊本県 南阿蘇村,,"2,124",,32.845081,131.017792,南阿蘇村
2015100000,2015年度,43441,熊本県 御船町,,"5,121",,32.714584,130.801895,御船町
2015100000,2015年度,43442,熊本県 嘉島町,,"3,094",,32.740002,130.757217,嘉島町
2015100000,2015年度,43443,熊本県 益城町,,"10,194",,32.791607,130.816345,益城町
2015100000,2015年度,43444,熊本県 甲佐町,,"2,806",,32.651173,130.811234,甲佐町
2015100000,2015年度,43447,熊本県 山都町,,"1,169",,32.685387,130.990448,山都町
2015100000,2015年度,43468,熊本県 氷川町,,"3,101",,32.5825,130.673615,氷川町
2015100000,2015年度,43482,熊本県 芦北町,,"2,201",,32.299034,130.493118,芦北町
2015100000,2015年度,43484,熊本県 津奈木町,,"1,164",,32.233883,130.439621,津奈木町
2015100000,2015年度,43501,熊本県 錦町,,"2,716",,32.201111,130.84111,錦町
2015100000,2015年度,43505,熊本県 多良木町,,"1,706",,32.264019,130.935837,多良木町
2015100000,2015年度,43506,熊本県 湯前町,,913,,32.276112,130.980988,湯前町
2015100000,2015年度,43507,熊本県 水上村,,455,,32.314445,131.009445,水上村
2015100000,2015年度,43510,熊本県 相良村,,"1,199",,32.235279,130.79805,相良村
2015100000,2015年度,43511,熊本県 五木村,,60,,32.397343,130.82782,五木村
2015100000,2015年度,43512,熊本県 山江村,,"1,067",,32.246803,130.7668,山江村
2015100000,2015年度,43513,熊本県 球磨村,,942,,32.25238,130.651276,球磨村
2015100000,2015年度,43514,熊本県 あさぎり町,,"3,018",,32.240276,130.898056,あさぎり町
2015100000,2015年度,43531,熊本県 苓北町,,736,,32.513058,130.054718,苓北町
2015100000,2015年度,44201,大分県 大分市,,"17,816",,33.239445,131.609726,大分市
2015100000,2015年度,44202,大分県 別府市,,"12,927",,33.284721,131.491104,別府市
2015100000,2015年度,44203,大分県 中津市,,"3,382",,33.598331,131.188339,中津市
2015100000,2015年度,44204,大分県 日田市,,929,,33.32111,130.941391,日田市
2015100000,2015年度,44205,大分県 佐伯市,,"2,372",,32.959805,131.900009,佐伯市
2015100000,2015年度,44206,大分県 臼杵市,,"6,043",,33.125832,131.804718,臼杵市
2015100000,2015年度,44207,大分県 津久見市,,"1,981",,33.072342,131.861191,津久見市
2015100000,2015年度,44208,大分県 竹田市,,"1,211",,32.973476,131.398178,竹田市
2015100000,2015年度,44209,大分県 豊後高田市,,"2,677",,33.556187,131.447083,豊後高田市
2015100000,2015年度,44210,大分県 杵築市,,"5,267",,33.417038,131.616074,杵築市
2015100000,2015年度,44211,大分県 宇佐市,,"6,551",,33.532326,131.350342,宇佐市
2015100000,2015年度,44212,大分県 豊後大野市,,"4,348",,32.977558,131.584137,豊後大野市
2015100000,2015年度,44213,大分県 由布市,,"5,820",,33.180122,131.426834,由布市
2015100000,2015年度,44214,大分県 国東市,,"2,083",,33.563328,131.732269,国東市
2015100000,2015年度,44322,大分県 姫島村,,147,,33.724514,131.645157,姫島村
2015100000,2015年度,44341,大分県 日出町,,"7,667",,33.369446,131.532501,日出町
2015100000,2015年度,44461,大分県 九重町,,"1,387",,33.228333,131.188889,九重町
2015100000,2015年度,44462,大分県 玖珠町,,"1,790",,33.283169,131.151566,玖珠町
2015100000,2015年度,45201,宮崎県 宮崎市,,"12,817",,31.907681,131.420288,宮崎市
2015100000,2015年度,45202,宮崎県 都城市,,"6,228",,31.719559,131.061401,都城市
2015100000,2015年度,45203,宮崎県 延岡市,,"4,048",,32.582176,131.66507,延岡市
2015100000,2015年度,45204,宮崎県 日南市,,"1,854",,31.60181,131.378754,日南市
2015100000,2015年度,45205,宮崎県 小林市,,"3,914",,31.996765,130.973038,小林市
2015100000,2015年度,45206,宮崎県 日向市,,"5,693",,32.422485,131.624405,日向市
2015100000,2015年度,45207,宮崎県 串間市,,976,,31.464722,131.228607,串間市
2015100000,2015年度,45208,宮崎県 西都市,,"5,004",,32.107861,131.400955,西都市
2015100000,2015年度,45209,宮崎県 えびの市,,"1,561",,32.045555,130.811111,えびの市
2015100000,2015年度,45341,宮崎県 三股町,,"7,511",,31.730696,131.124954,三股町
2015100000,2015年度,45361,宮崎県 高原町,,"2,304",,31.928333,131.007782,高原町
2015100000,2015年度,45382,宮崎県 国富町,,"4,412",,31.990686,131.323547,国富町
2015100000,2015年度,45383,宮崎県 綾町,,"1,636",,31.999063,131.25293,綾町
2015100000,2015年度,45401,宮崎県 高鍋町,,"4,623",,32.127975,131.503281,高鍋町
2015100000,2015年度,45402,宮崎県 新富町,,"4,506",,32.069,131.487808,新富町
2015100000,2015年度,45403,宮崎県 西米良村,,22,,32.226391,131.154449,西米良村
2015100000,2015年度,45404,宮崎県 木城町,,"1,393",,32.163891,131.473328,木城町
