stat_type,key,accident_count
municipality,浦河郡浦河町,4
municipality,浦添市,17
municipality,海南市,1
municipality,海津市,7
municipality,海津郡海津町,1
municipality,海老名市,42
municipality,海部郡大治町,5
municipality,海部郡蟹江町,7
municipality,海部郡飛島村,5
municipality,海部郡飛鳥村,2
municipality,淡路市,8
municipality,深川市,16
municipality,深谷市,10
municipality,清州市,1
municipality,清水区,5
municipality,清水市,1
municipality,清洲市,3
municipality,清瀬市,26
municipality,清田区,1
municipality,清須市,9
municipality,渋川市,14
municipality,渋谷区,97
municipality,港区,103
municipality,港南区,1
municipality,湖南市,6
municipality,湖西市,2
municipality,湯沢市,8
municipality,滋賀県大津市,1
municipality,滑川市,1
municipality,滝川市,14
municipality,滝川郡黄金町,1
municipality,滝沢市,7
municipality,潟上市,2
municipality,潮来市,2
municipality,瀬戸市,6
municipality,瀬棚郡今金町,1
municipality,焼津市,11
municipality,熊本市,29
municipality,熊本県水俣市,1
municipality,熊谷市,17
municipality,熊野市,1
municipality,熱海市,32
municipality,燕市,7
municipality,爾志郡乙部町,2
municipality,牛久中根２...,1
municipality,牛久市,11
municipality,牡鹿郡女川町,1
municipality,牧之原サー...,1
municipality,牧之原市,12
municipality,牧方市,1
municipality,犬上郡多賀町,4
municipality,犬上郡甲良町,1
municipality,犬山市,8
municipality,狛江市,9
municipality,狭山市,49
municipality,猿島郡五霞町,3
municipality,猿島郡堺町,1
municipality,猿島郡境町,6
municipality,猿島郡泉田...,1
municipality,玉名市,7
municipality,玉名郡南関町,3
municipality,玉名郡和水町,1
municipality,玉名郡長州町,1
municipality,玉名郡長洲町,1
municipality,玉山区,1
municipality,玖珠郡九重町,2
municipality,玖珠郡玖珠町,7
municipality,珠洲市,1
municipality,球磨郡五木村,1
municipality,球磨郡山江村,3
municipality,球磨郡水上村,1
municipality,球磨郡球磨村,1
municipality,球磨郡相良村,1
municipality,球磨郡錦町,1
municipality,瑞浪市,7
municipality,瑞穂区,1
municipality,瑞穂市,8
municipality,甘楽区,1
municipality,甘楽郡下仁田町,4
municipality,甘楽郡甘楽町,3
municipality,生駒郡安堵町,2
municipality,生駒郡斑鳩町,2
municipality,田原市,5
municipality,田川市,1
municipality,田川郡福智町,1
municipality,田川郡香春町,1
municipality,田方郡函南町,12
municipality,田村,8
municipality,田辺市,1
municipality,由利本荘市,17
municipality,由布市,12
municipality,甲州市,15
municipality,甲府市,14
municipality,甲斐市,12
municipality,甲賀市,27
municipality,男鹿市,1
municipality,町田市,65
municipality,留寿都郡黒松内町,1
municipality,留萌市,2
municipality,留萌郡小平町,3
municipality,登別市,15
municipality,登米区,1
municipality,登米市,13
municipality,白井市,6
municipality,白山市,13
municipality,白岡市,6
municipality,白河中央ス...,1
municipality,白河市,23
municipality,白河郡西郷村,1
municipality,白石市,10
municipality,白糠群白糠町,1
municipality,白糠郡白糠町,2
municipality,白老郡白老町,10
municipality,盛岡市,25
municipality,目梨郡羅臼町,1
municipality,目黒区,46
municipality,目黒市,1
municipality,相楽郡和束町,1
municipality,相楽郡笠置町,1
municipality,相楽郡精華町,2
municipality,相模原市,82
municipality,相生市,4
municipality,相馬市,3
municipality,相馬郡新地町,3
municipality,相馬郡飯館村,3
municipality,県伊東市,1
municipality,県御殿場市,1
municipality,県新座市,1
municipality,真岡市,8
municipality,真庭市,3
municipality,矢板市,13
municipality,知多市,1
municipality,知多郡南知多町,2
municipality,知多郡東浦町,1
municipality,知多郡美浜町,2
municipality,知立市,6
municipality,石垣市,12
municipality,石岡市,6
municipality,石川市,1
municipality,石川県小松市,1
municipality,石川郡古殿町,1
municipality,石川郡平田村,2
municipality,石川郡玉川村,1
municipality,石川郡石川町,3
municipality,石巻市,9
municipality,石狩市,34
municipality,石狩郡当別町,7
municipality,石狩郡新篠津村,2
municipality,砂川市,18
municipality,砺波市,10
municipality,碧南市,4
municipality,磐田市,28
municipality,磯谷郡蘭越町,1
municipality,神埼郡吉野ヶ里町,2
municipality,神埼郡神河町,1
municipality,神奈川区,2
municipality,神奈川県川崎市,4
municipality,神奈川県鎌倉市,1
municipality,神奈川県高座郡寒川町,1
municipality,神崎郡吉野ヶ里町,1
municipality,神戸市,35
municipality,神戸淡路鳴...,1
municipality,神栖市,15
municipality,神�ｱ郡吉野ヶ里町,1
municipality,福井市,39
municipality,福山市,7
municipality,福岡市,13
municipality,福岡県久留米市,1
municipality,福島市,53
municipality,福島県耶麻郡西会津町,1
municipality,福津市,1
municipality,福生市,5
municipality,福知山市,6
municipality,秋田市,57
municipality,秋田県男鹿市,1
municipality,秋葉山古墳...,1
municipality,秦野市,20
municipality,秩父市,15
municipality,秩父郡小鹿野町,2
municipality,秩父郡小鹿野飯田町,1
municipality,秩父郡東秩父村,1
municipality,稚内市,4
municipality,稲城市,15
municipality,稲城氏百村,1
municipality,稲敷市,13
municipality,稲敷郡河内町,2
municipality,稲敷郡美浦村,1
municipality,稲敷郡阿見町,4
municipality,稲沢市,8
municipality,積丹郡積丹町,6
municipality,空知郡上富良野町,2
municipality,空知郡上砂川町,2
municipality,空知郡南富良野町,4
municipality,空知郡南幌町,6
municipality,空知郡奈井江町,1
municipality,立川市,23
municipality,竹田市,6
municipality,笛吹市,13
municipality,笠岡市,4
municipality,笠間市,26
municipality,笹子大字吉...,1
municipality,筑紫野市,6
municipality,筑西市,12
municipality,箕面市,16
municipality,箱根町,1
municipality,篠山市,1
municipality,米原市,13
municipality,米沢市,12
municipality,糟屋郡新宮町,1
municipality,糟屋郡粕屋町,2
municipality,糸島市,1
municipality,糸島氏二丈町,1
municipality,糸魚川市,20
municipality,紋別市,4
municipality,紋別郡湧別町,4
municipality,紋別郡滝上町,1
municipality,紋別郡興部町,6
municipality,紋別郡遠軽町,5
municipality,紋別郡雄武町,1
municipality,紫波郡矢巾町,7
municipality,紫波郡紫波町,5
municipality,結城市,4
municipality,結城郡八千代町,1
municipality,網走市,6
municipality,網走郡大空町,2
municipality,網走郡津別町,5
municipality,網走郡美幌町,4
municipality,綴喜郡井手町,2
municipality,綴喜郡宇治田原町,3
municipality,綾瀬市,26
municipality,綾部　舞鶴...,1
municipality,綾部市,3
municipality,緑区,1
municipality,練馬区,122
municipality,美作市,1
municipality,美唄市,3
municipality,美濃加茂市,5
municipality,美濃市,3
municipality,美瑛町,1
municipality,美祢市,9
municipality,美馬市,1
municipality,群馬県吾妻郡嬬恋村,3
municipality,群馬県安中市,1
municipality,群馬県藤岡市,1
municipality,群馬県高崎市,2
municipality,羽咋市,7
municipality,羽咋郡上棚町,1
municipality,羽咋郡志賀町,3
municipality,羽島市,9
municipality,羽島郡岐南町,5
municipality,羽島郡笠松町,3
municipality,羽曳野市,8
municipality,羽村,25
municipality,羽生市,11
municipality,羽生弥勒五...,1
municipality,習志野市,32
municipality,耶麻群磐梯町,1
municipality,耶麻郡北塩原村,3
municipality,耶麻郡猪苗代町,13
municipality,耶麻郡磐梯町,1
municipality,耶麻郡西会津町,2
municipality,肝属郡南大隅町,1
municipality,肝属郡田代町,1
municipality,肝属郡肝付町,1
municipality,胆沢郡金ケ...,1
municipality,胆沢郡金ケ崎町,3
municipality,胆沢郡金ヶ崎町,1
municipality,胎内市,8
municipality,能代市,8
municipality,能美市,2
municipality,臼杵市,6
municipality,舞鶴市,8
municipality,船井郡丹波町,2
municipality,船井郡京丹波町,5
municipality,船橋市,81
municipality,船橋西浦１...,1
municipality,芦別市,4
municipality,芦屋市,3
municipality,花小金井駅...,1
municipality,花巻市,26
municipality,芳賀郡市,1
municipality,芳賀郡益子町,3
municipality,芳賀郡芳賀町,2
municipality,芳賀郡茂木町,6
municipality,若狭上仲イ...,1
municipality,若葉区,1
municipality,苫前郡初山別村,1
municipality,苫前郡羽幌町,1
municipality,苫前郡苫前町,3
municipality,苫小牧市,42
municipality,茂原市,2
municipality,茅ヶ崎市,20
municipality,茅部郡森町,2
municipality,茅部郡鹿部町,1
municipality,茅野市,13
municipality,茨城県水戸市,1
municipality,茨城県神栖市,1
municipality,茨城道つくば市,1
municipality,茨城郡茨城町,1
municipality,茨木市,30
municipality,茶志内...,1
municipality,草加市,26
municipality,草津バス停...,1
municipality,草津市,10
municipality,荒尾市,1
municipality,荒川区,27
municipality,菊川市,6
municipality,菊池市,3
municipality,菊池郡大津町,1
municipality,菊池郡菊陽町,4
municipality,葛城市,3
municipality,葛飾区,45
municipality,葦北郡芦北町,1
municipality,葵区,1
municipality,蒲生郡日野町,4
municipality,蒲生郡竜王町,5
municipality,蒲郡市,6
municipality,蓮田市,9
municipality,蕨市,13
municipality,薩摩川内市,12
municipality,薩摩郡さつま町,1
municipality,藤井寺市,3
municipality,藤岡市,8
municipality,藤枝市,20
municipality,藤沢市,33
municipality,蘭越町,1
municipality,虻田郡ニセコ町,7
municipality,虻田郡倶知安町,17
municipality,虻田郡喜茂別町,6
municipality,虻田郡洞爺湖町,3
municipality,虻田郡留寿都村,2
municipality,虻田郡豊浦町,2
municipality,行方市,8
municipality,行橋市,1
municipality,行田市,7
municipality,袋井市,9
municipality,袖ケ浦市,5
municipality,袖ヶ浦市,3
municipality,裾野市,13
municipality,西京区,2
municipality,西伯郡伯耆町,1
municipality,西伯郡大山町,1
municipality,西八代郡市,1
municipality,西区,3
municipality,西多摩郡奥多摩町,1
municipality,西多摩郡日の出町,5
municipality,西多摩郡檜原村,5
municipality,西多摩郡瑞穂町,5
municipality,西宮市,20
municipality,西尾市,11
municipality,西彼杵郡時津町,2
municipality,西春日井郡豊山町,1
municipality,西村,12
municipality,西条市,1
municipality,西東京市,57
municipality,西東京田無町,1
municipality,西松浦郡有田町,2
municipality,西津軽郡深浦町,1
municipality,西津軽郡鰺ヶ沢町,2
municipality,西海市,4
municipality,西牟婁郡上富田町,1
municipality,西白河郡小...,1
municipality,西白河郡泉崎村,2
municipality,西白河郡矢吹町,6
municipality,西白河郡西郷村,2
municipality,西盤井郡平泉町,1
municipality,西磐井郡平泉町,1
municipality,西置賜郡小国町,3
municipality,西置賜郡白鷹町,3
municipality,西置賜郡飯豊町,1
municipality,西脇市,2
municipality,西臼杵群五ヶ瀬町,1
municipality,西臼杵郡日の影町,1
municipality,西臼杵郡日之影町,2
municipality,西臼杵郡高千穂町,2
municipality,西蒲区,1
municipality,西都市,5
municipality,見附市,2
municipality,角田市,3
municipality,調布市,35
municipality,調布西つつ...,1
municipality,諏訪市,10
municipality,諏訪郡下諏訪町,2
municipality,諏訪郡原村,2
municipality,諏訪郡富士見町,6
municipality,諫早市,6
municipality,豊中市,46
municipality,豊岡市,1
municipality,豊島区,66
municipality,豊川市,31
municipality,豊川氏長沢町,1
municipality,豊後大野市,3
municipality,豊後高田市,1
municipality,豊明市,6
municipality,豊橋市,37
municipality,豊橋氏東細谷町,1
municipality,豊浦町,1
municipality,豊田市,48
municipality,豊能郡能勢町,2
municipality,豊能郡豊能町,5
municipality,豊見城市,8
municipality,豊見城村,1
municipality,貝塚市,5
municipality,賀茂郡南伊豆町,3
municipality,賀茂郡東伊豆町,3
municipality,賀茂郡松崎町,2
municipality,賀茂郡河津町,4
municipality,賀茂郡西伊豆町,2
municipality,赤平市,9
municipality,赤穂市,5
municipality,越前市,13
municipality,越前町,1
municipality,越谷市,20
municipality,足利市,7
municipality,足寄郡足寄町,4
municipality,足寄郡陸別町,2
municipality,足柄上区,1
municipality,足柄上郡中井町,6
municipality,足柄上郡中村,1
municipality,足柄上郡大井町,8
municipality,足柄上郡山北町,16
municipality,足柄上郡松...,1
municipality,足柄上郡松田町,3
municipality,足柄上郡湯河原町,1
municipality,足柄上郡箱根町,2
municipality,足柄上郡開成町,2
municipality,足柄下区,1
municipality,足柄下市,1
municipality,足柄下郡湯河原町,6
municipality,足柄下郡真鶴町,4
municipality,足柄下郡箱根町,113
municipality,足立区,73
municipality,軽米町,1
municipality,輪島市,4
municipality,近江八幡市,4
municipality,逗子市,7
municipality,速見郡日出町,2
municipality,道央自動車...,1
municipality,遠田郡涌谷町,2
municipality,遠田郡美里町,3
municipality,遠野市,6
municipality,遠野群美里町,1
municipality,邑楽群邑楽町,1
municipality,邑楽郡千代田町,3
municipality,邑楽郡大泉町,6
municipality,邑楽郡明和町,2
municipality,邑楽郡板倉町,1
municipality,邑楽郡邑楽町,1
municipality,那珂川町,1
municipality,那珂市,12
municipality,那珂郡東海村,15
municipality,那覇市,58
municipality,那須塩原市,35
municipality,那須烏山市,2
municipality,那須郡　東...,1
municipality,那須郡大字...,1
municipality,那須郡那珂川町,2
municipality,那須郡那須...,1
municipality,那須郡那須町,20
municipality,那須高原市,1
municipality,郡上市,14
municipality,郡山市,47
municipality,都城市,17
municipality,都留区,1
municipality,都留市,2
municipality,酒田市,11
municipality,野々市,2
municipality,野付郡別海町,7
municipality,野洲市,8
municipality,野田市,23
municipality,金武町,1
municipality,金沢市,41
municipality,釜石市,5
municipality,釧路市,33
municipality,釧路郡釧路町,5
municipality,鈴鹿市,16
municipality,鉾田市,9
municipality,銚子市,8
municipality,鍛冶ヶ谷バ...,1
municipality,鎌ケ谷市,6
municipality,鎌ヶ谷市,1
municipality,鎌倉市,17
municipality,長久手市,6
municipality,長井市,2
municipality,長岡京友岡...,1
municipality,長岡京市,7
municipality,長岡市,36
municipality,長崎市,113
municipality,長沼町,1
municipality,長沼錦町,1
municipality,長浜市,13
municipality,長生郡一宮町,1
municipality,長生郡白子...,1
municipality,長生郡白子町,1
municipality,長生郡長生村,1
municipality,長野市,23
municipality,長野県上伊郡中川村,1
municipality,長野県上田市,3
municipality,長野県下伊那郡阿智村,1
municipality,長野県下伊那郡高森町,1
municipality,長野県中野市,1
municipality,長野県北佐久郡軽井沢町,2
municipality,長野県南佐久郡佐久穂町,1
municipality,長野県南佐久郡小海町,1
municipality,長野県埴科郡坂城町,1
municipality,長野県塩尻市,1
municipality,長野県安曇野市,3
municipality,長野県小諸市,1
municipality,長野県岡谷市,1
municipality,長野県木曽郡日義村,1
municipality,長野県東御市,1
municipality,長野県松本市,10
municipality,長野県茅野市,2
municipality,長野県長野市,7
municipality,長野県青木島町,1
municipality,長野県須坂市,1
municipality,長野県飯田市,2
municipality,門真市,10
municipality,関ヶ原　安...,1
municipality,関市,6
municipality,関越自動車...,1
municipality,関越道上り...,1
municipality,関越道下り...,2
municipality,関越道越後...,1
municipality,阪急池田駅...,1
municipality,阪神高速５...,1
municipality,阪神１１号...,1
municipality,防府市,11
municipality,阿久根市,3
municipality,阿寒郡鶴居村,1
municipality,阿波市,1
municipality,阿蘇市,8
municipality,阿蘇郡南阿...,1
municipality,阿蘇郡小国町,1
municipality,阿賀町,1
municipality,阿賀野市,2
municipality,陸前高田市,6
municipality,雄勝郡東成瀬村,1
municipality,雄勝郡羽後町,1
municipality,雨竜群妹背牛町,1
municipality,雨竜郡北竜町,1
municipality,雨竜郡妹背牛町,3
municipality,雨竜郡幌加内町,6
municipality,雨竜郡沼田町,1
municipality,雲仙市,4
municipality,霧島市,14
municipality,青梅市,29
municipality,青森市,34
municipality,青森県上北郡七戸町,1
municipality,青海町,1
municipality,青葉区,1
municipality,静岡市,108
municipality,静岡県御殿場市,1
municipality,静岡県駿東郡小山町,1
municipality,静岡駅北口...,1
municipality,韮崎市,3
municipality,順化２丁目...,1
municipality,須賀川市,12
municipality,額田郡幸田町,5
municipality,飛騨市,10
municipality,飯塚市,4
municipality,飯山市,2
municipality,飯田市,6
municipality,飯能市,14
municipality,飽海郡遊佐町,2
municipality,養父市,2
municipality,養老郡養老町,11
municipality,館山市,6
municipality,館林市,14
municipality,館林郡大街...,1
municipality,香取市,10
municipality,香取郡多古町,2
municipality,香取郡東庄町,1
municipality,香取郡神埼町,1
municipality,香取郡神崎...,1
municipality,香取郡神崎町,1
municipality,香芝市,3
municipality,駒ヶ根市,2
municipality,駿東軍御殿場市,1
municipality,駿東郡小山町,18
municipality,駿東郡清水町,5
municipality,駿東郡長泉町,5
municipality,駿河区,1
municipality,高山市,24
municipality,高岡市,17
municipality,高島市,11
municipality,高崎市,48
municipality,高座郡寒川町,8
municipality,高松市,2
municipality,高根沢町,1
municipality,高槻市,52
municipality,高槻緑が丘...,1
municipality,高槻芝生町,1
municipality,高浜市,6
municipality,高石市,2
municipality,高萩市,7
municipality,魚沼市,3
municipality,魚津市,8
municipality,鯖江市,6
municipality,鳥取市,5
municipality,鳥栖市,9
municipality,鳥羽市,1
municipality,鳳珠郡穴水町,3
municipality,鳳珠郡能登町,2
municipality,鳴門市,2
municipality,鴨川市,5
municipality,鴻巣市,12
municipality,鶴ヶ島市,9
municipality,鶴岡市,16
municipality,鶴見区,4
municipality,鹿児島市,79
municipality,鹿児島県鹿児島市,1
municipality,鹿屋市,8
municipality,鹿島市,4
municipality,鹿島郡中能登町,1
municipality,鹿嶋市,6
municipality,鹿沼市,9
municipality,鹿角市,17
municipality,鹿角郡小坂町,4
municipality,麻耶郡猪苗代町,3
municipality,麻耶郡磐梯町,1
municipality,黒川郡大和町,10
municipality,黒川郡大衡村,5
municipality,黒川郡大衡町,1
municipality,黒川郡大郷町,2
municipality,黒部市,4
municipality,鼎名古熊...,1
municipality,龍ケ崎市,2
municipality,龍ヶ崎市,5
municipality,龍野市,1
accident_type,その他,42
accident_type,交通障害,235
accident_type,健康起因,1374
accident_type,危険物等,32
accident_type,救護違反,169
accident_type,死傷,2338
accident_type,火災,631
accident_type,衝突,2637
accident_type,路外逸脱,19
accident_type,踏切,21
accident_type,車両故障,10095
accident_type,車内,936
accident_type,転落,442
accident_type,転覆,624
accident_type,飲酒等(無免許),45
accident_type,飲酒等(無資格),12
accident_type,飲酒等(酒気帯び),130
accident_type,飲酒等(麻薬),2
time_period,夜 (18-24時),3335
time_period,昼 (12-18時),6796
time_period,朝 (6-12時),7424
time_period,深夜 (0-6時),2229
