"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"1985100000","1985年度","40225","福岡県 うきは市","","-",""
"1985100000","1985年度","40226","福岡県 宮若市","","-",""
"1985100000","1985年度","40227","福岡県 嘉麻市","","-",""
"1985100000","1985年度","40228","福岡県 朝倉市","","-",""
"1985100000","1985年度","40229","福岡県 みやま市","","-",""
"1985100000","1985年度","40230","福岡県 糸島市","","-",""
"1985100000","1985年度","40231","福岡県 那珂川市","","8,681",""
"1985100000","1985年度","40341","福岡県 宇美町","","7,515",""
"1985100000","1985年度","40342","福岡県 篠栗町","","6,544",""
"1985100000","1985年度","40343","福岡県 志免町","","10,680",""
"1985100000","1985年度","40344","福岡県 須恵町","","6,255",""
"1985100000","1985年度","40345","福岡県 新宮町","","4,676",""
"1985100000","1985年度","40348","福岡県 久山町","","2,218",""
"1985100000","1985年度","40349","福岡県 粕屋町","","8,685",""
"1985100000","1985年度","40381","福岡県 芦屋町","","4,104",""
"1985100000","1985年度","40382","福岡県 水巻町","","8,904",""
"1985100000","1985年度","40383","福岡県 岡垣町","","8,440",""
"1985100000","1985年度","40384","福岡県 遠賀町","","5,307",""
"1985100000","1985年度","40401","福岡県 小竹町","","3,237",""
"1985100000","1985年度","40402","福岡県 鞍手町","","4,604",""
"1985100000","1985年度","40421","福岡県 桂川町","","3,659",""
"1985100000","1985年度","40447","福岡県 筑前町","","-",""
"1985100000","1985年度","40448","福岡県 東峰村","","-",""
"1985100000","1985年度","40503","福岡県 大刀洗町","","3,499",""
"1985100000","1985年度","40522","福岡県 大木町","","3,254",""
"1985100000","1985年度","40544","福岡県 広川町","","4,440",""
"1985100000","1985年度","40601","福岡県 香春町","","3,332",""
"1985100000","1985年度","40602","福岡県 添田町","","2,899",""
"1985100000","1985年度","40604","福岡県 糸田町","","2,855",""
"1985100000","1985年度","40605","福岡県 川崎町","","3,742",""
"1985100000","1985年度","40608","福岡県 大任町","","1,537",""
"1985100000","1985年度","40609","福岡県 赤村","","890",""
"1985100000","1985年度","40610","福岡県 福智町","","-",""
"1985100000","1985年度","40621","福岡県 苅田町","","5,941",""
"1985100000","1985年度","40625","福岡県 みやこ町","","-",""
"1985100000","1985年度","40642","福岡県 吉富町","","877",""
"1985100000","1985年度","40646","福岡県 上毛町","","-",""
"1985100000","1985年度","40647","福岡県 築上町","","-",""
"1985100000","1985年度","41201","佐賀県 佐賀市","","-",""
"1985100000","1985年度","41202","佐賀県 唐津市","","-",""
"1985100000","1985年度","41203","佐賀県 鳥栖市","","2,952",""
"1985100000","1985年度","41204","佐賀県 多久市","","3,815",""
"1985100000","1985年度","41205","佐賀県 伊万里市","","2,512",""
"1985100000","1985年度","41206","佐賀県 武雄市","","-",""
"1985100000","1985年度","41207","佐賀県 鹿島市","","2,965",""
"1985100000","1985年度","41208","佐賀県 小城市","","-",""
"1985100000","1985年度","41209","佐賀県 嬉野市","","-",""
"1985100000","1985年度","41210","佐賀県 神埼市","","-",""
"1985100000","1985年度","41327","佐賀県 吉野ヶ里町","","-",""
"1985100000","1985年度","41341","佐賀県 基山町","","1,491",""
"1985100000","1985年度","41345","佐賀県 上峰町","","1,879",""
"1985100000","1985年度","41346","佐賀県 みやき町","","-",""
"1985100000","1985年度","41387","佐賀県 玄海町","","934",""
"1985100000","1985年度","41401","佐賀県 有田町","","-",""
"1985100000","1985年度","41423","佐賀県 大町町","","1,877",""
"1985100000","1985年度","41424","佐賀県 江北町","","1,983",""
"1985100000","1985年度","41425","佐賀県 白石町","","-",""
"1985100000","1985年度","41441","佐賀県 太良町","","1,009",""
"1985100000","1985年度","42201","長崎県 長崎市","","-",""
"1985100000","1985年度","42202","長崎県 佐世保市","","-",""
"1985100000","1985年度","42203","長崎県 島原市","","-",""
"1985100000","1985年度","42204","長崎県 諫早市","","-",""
"1985100000","1985年度","42205","長崎県 大村市","","4,431",""
"1985100000","1985年度","42207","長崎県 平戸市","","-",""
"1985100000","1985年度","42208","長崎県 松浦市","","-",""
"1985100000","1985年度","42209","長崎県 対馬市","","-",""
"1985100000","1985年度","42210","長崎県 壱岐市","","-",""
"1985100000","1985年度","42211","長崎県 五島市","","-",""
"1985100000","1985年度","42212","長崎県 西海市","","-",""
"1985100000","1985年度","42213","長崎県 雲仙市","","-",""
"1985100000","1985年度","42214","長崎県 南島原市","","-",""
"1985100000","1985年度","42307","長崎県 長与町","","9,881",""
"1985100000","1985年度","42308","長崎県 時津町","","5,673",""
"1985100000","1985年度","42321","長崎県 東彼杵町","","2,287",""
"1985100000","1985年度","42322","長崎県 川棚町","","2,259",""
"1985100000","1985年度","42323","長崎県 波佐見町","","1,312",""
"1985100000","1985年度","42383","長崎県 小値賀町","","9",""
"1985100000","1985年度","42391","長崎県 佐々町","","2,549",""
"1985100000","1985年度","42411","長崎県 新上五島町","","-",""
"1985100000","1985年度","43100","熊本県 熊本市","","-",""
"1985100000","1985年度","43101","熊本県 熊本市 中央区","","-",""
"1985100000","1985年度","43102","熊本県 熊本市 東区","","-",""
"1985100000","1985年度","43103","熊本県 熊本市 西区","","-",""
"1985100000","1985年度","43104","熊本県 熊本市 南区","","-",""
"1985100000","1985年度","43105","熊本県 熊本市 北区","","-",""
"1985100000","1985年度","43202","熊本県 八代市","","-",""
"1985100000","1985年度","43203","熊本県 人吉市","","2,368",""
"1985100000","1985年度","43204","熊本県 荒尾市","","3,986",""
"1985100000","1985年度","43205","熊本県 水俣市","","511",""
"1985100000","1985年度","43206","熊本県 玉名市","","-",""
"1985100000","1985年度","43208","熊本県 山鹿市","","-",""
"1985100000","1985年度","43210","熊本県 菊池市","","-",""
"1985100000","1985年度","43211","熊本県 宇土市","","5,582",""
"1985100000","1985年度","43212","熊本県 上天草市","","-",""
"1985100000","1985年度","43213","熊本県 宇城市","","-",""
"1985100000","1985年度","43214","熊本県 阿蘇市","","-",""
"1985100000","1985年度","43215","熊本県 天草市","","-",""
"1985100000","1985年度","43216","熊本県 合志市","","-",""
"1985100000","1985年度","43348","熊本県 美里町","","-",""
"1985100000","1985年度","43364","熊本県 玉東町","","1,482",""
"1985100000","1985年度","43367","熊本県 南関町","","1,207",""
"1985100000","1985年度","43368","熊本県 長洲町","","2,211",""
"1985100000","1985年度","43369","熊本県 和水町","","-",""
"1985100000","1985年度","43403","熊本県 大津町","","3,193",""
"1985100000","1985年度","43404","熊本県 菊陽町","","6,315",""
"1985100000","1985年度","43423","熊本県 南小国町","","562",""
"1985100000","1985年度","43424","熊本県 小国町","","198",""
"1985100000","1985年度","43425","熊本県 産山村","","119",""
"1985100000","1985年度","43428","熊本県 高森町","","411",""
"1985100000","1985年度","43432","熊本県 西原村","","968",""
"1985100000","1985年度","43433","熊本県 南阿蘇村","","-",""
"1985100000","1985年度","43441","熊本県 御船町","","3,481",""
"1985100000","1985年度","43442","熊本県 嘉島町","","2,132",""
"1985100000","1985年度","43443","熊本県 益城町","","6,777",""
"1985100000","1985年度","43444","熊本県 甲佐町","","2,274",""
"1985100000","1985年度","43447","熊本県 山都町","","-",""
"1985100000","1985年度","43468","熊本県 氷川町","","-",""
"1985100000","1985年度","43482","熊本県 芦北町","","-",""
"1985100000","1985年度","43484","熊本県 津奈木町","","990",""
"1985100000","1985年度","43501","熊本県 錦町","","1,688",""
"1985100000","1985年度","43505","熊本県 多良木町","","1,477",""
"1985100000","1985年度","43506","熊本県 湯前町","","985",""
"1985100000","1985年度","43507","熊本県 水上村","","423",""
"1985100000","1985年度","43510","熊本県 相良村","","1,127",""
"1985100000","1985年度","43511","熊本県 五木村","","56",""
"1985100000","1985年度","43512","熊本県 山江村","","1,062",""
"1985100000","1985年度","43513","熊本県 球磨村","","1,399",""
"1985100000","1985年度","43514","熊本県 あさぎり町","","-",""
"1985100000","1985年度","43531","熊本県 苓北町","","648",""
"1985100000","1985年度","44201","大分県 大分市","","-",""
"1985100000","1985年度","44202","大分県 別府市","","10,537",""
"1985100000","1985年度","44203","大分県 中津市","","-",""
"1985100000","1985年度","44204","大分県 日田市","","-",""
"1985100000","1985年度","44205","大分県 佐伯市","","-",""
"1985100000","1985年度","44206","大分県 臼杵市","","-",""
"1985100000","1985年度","44207","大分県 津久見市","","1,194",""
"1985100000","1985年度","44208","大分県 竹田市","","-",""
"1985100000","1985年度","44209","大分県 豊後高田市","","-",""
"1985100000","1985年度","44210","大分県 杵築市","","-",""
"1985100000","1985年度","44211","大分県 宇佐市","","-",""
"1985100000","1985年度","44212","大分県 豊後大野市","","-",""
"1985100000","1985年度","44213","大分県 由布市","","-",""
"1985100000","1985年度","44214","大分県 国東市","","-",""
"1985100000","1985年度","44322","大分県 姫島村","","122",""
"1985100000","1985年度","44341","大分県 日出町","","4,022",""
"1985100000","1985年度","44461","大分県 九重町","","1,644",""
"1985100000","1985年度","44462","大分県 玖珠町","","1,208",""
"1985100000","1985年度","45201","宮崎県 宮崎市","","-",""
"1985100000","1985年度","45202","宮崎県 都城市","","-",""
"1985100000","1985年度","45203","宮崎県 延岡市","","-",""
"1985100000","1985年度","45204","宮崎県 日南市","","-",""
"1985100000","1985年度","45205","宮崎県 小林市","","-",""
"1985100000","1985年度","45206","宮崎県 日向市","","-",""
"1985100000","1985年度","45207","宮崎県 串間市","","890",""
"1985100000","1985年度","45208","宮崎県 西都市","","3,396",""
"1985100000","1985年度","45209","宮崎県 えびの市","","1,489",""
"1985100000","1985年度","45341","宮崎県 三股町","","3,997",""
"1985100000","1985年度","45361","宮崎県 高原町","","1,638",""
"1985100000","1985年度","45382","宮崎県 国富町","","3,360",""
"1985100000","1985年度","45383","宮崎県 綾町","","1,158",""
"1985100000","1985年度","45401","宮崎県 高鍋町","","2,886",""
"1985100000","1985年度","45402","宮崎県 新富町","","2,825",""
"1985100000","1985年度","45403","宮崎県 西米良村","","26",""
"1985100000","1985年度","45404","宮崎県 木城町","","1,187",""
"1985100000","1985年度","45405","宮崎県 川南町","","2,106",""
"1985100000","1985年度","45406","宮崎県 都農町","","1,742",""
"1985100000","1985年度","45421","宮崎県 門川町","","3,488",""
"1985100000","1985年度","45429","宮崎県 諸塚村","","42",""
"1985100000","1985年度","45430","宮崎県 椎葉村","","21",""
"1985100000","1985年度","45431","宮崎県 美郷町","","-",""
"1985100000","1985年度","45441","宮崎県 高千穂町","","252",""
"1985100000","1985年度","45442","宮崎県 日之影町","","677",""
"1985100000","1985年度","45443","宮崎県 五ヶ瀬町","","116",""
"1985100000","1985年度","46201","鹿児島県 鹿児島市","","-",""
"1985100000","1985年度","46203","鹿児島県 鹿屋市","","-",""
"1985100000","1985年度","46204","鹿児島県 枕崎市","","1,404",""
"1985100000","1985年度","46206","鹿児島県 阿久根市","","2,157",""
"1985100000","1985年度","46208","鹿児島県 出水市","","-",""
"1985100000","1985年度","46210","鹿児島県 指宿市","","-",""
"1985100000","1985年度","46213","鹿児島県 西之表市","","114",""
"1985100000","1985年度","46214","鹿児島県 垂水市","","1,737",""
"1985100000","1985年度","46215","鹿児島県 薩摩川内市","","-",""
"1985100000","1985年度","46216","鹿児島県 日置市","","-",""
"1985100000","1985年度","46217","鹿児島県 曽於市","","-",""
"1985100000","1985年度","46218","鹿児島県 霧島市","","-",""
"1985100000","1985年度","46219","鹿児島県 いちき串木野市","","-",""
"1985100000","1985年度","46220","鹿児島県 南さつま市","","-",""
"1985100000","1985年度","46221","鹿児島県 志布志市","","-",""
"1985100000","1985年度","46222","鹿児島県 奄美市","","-",""
"1985100000","1985年度","46223","鹿児島県 南九州市","","-",""
"1985100000","1985年度","46224","鹿児島県 伊佐市","","-",""
"1985100000","1985年度","46225","鹿児島県 姶良市","","-",""
"1985100000","1985年度","46303","鹿児島県 三島村","","0",""
"1985100000","1985年度","46304","鹿児島県 十島村","","1",""
"1985100000","1985年度","46392","鹿児島県 さつま町","","-",""
"1985100000","1985年度","46404","鹿児島県 長島町","","-",""
"1985100000","1985年度","46452","鹿児島県 湧水町","","-",""
"1985100000","1985年度","46468","鹿児島県 大崎町","","1,901",""
"1985100000","1985年度","46482","鹿児島県 東串良町","","1,108",""
"1985100000","1985年度","46490","鹿児島県 錦江町","","-",""
"1985100000","1985年度","46491","鹿児島県 南大隅町","","-",""
"1985100000","1985年度","46492","鹿児島県 肝付町","","-",""
"1985100000","1985年度","46501","鹿児島県 中種子町","","237",""
"1985100000","1985年度","46502","鹿児島県 南種子町","","136",""
"1985100000","1985年度","46505","鹿児島県 屋久島町","","-",""
"1985100000","1985年度","46523","鹿児島県 大和村","","235",""
"1985100000","1985年度","46524","鹿児島県 宇検村","","12",""
"1985100000","1985年度","46525","鹿児島県 瀬戸内町","","32",""
"1985100000","1985年度","46527","鹿児島県 龍郷町","","627",""
"1985100000","1985年度","46529","鹿児島県 喜界町","","3",""
"1985100000","1985年度","46530","鹿児島県 徳之島町","","301",""
"1985100000","1985年度","46531","鹿児島県 天城町","","230",""
"1985100000","1985年度","46532","鹿児島県 伊仙町","","575",""
"1985100000","1985年度","46533","鹿児島県 和泊町","","411",""
"1985100000","1985年度","46534","鹿児島県 知名町","","172",""
"1985100000","1985年度","46535","鹿児島県 与論町","","1",""
"1985100000","1985年度","47201","沖縄県 那覇市","","25,064",""
"1985100000","1985年度","47205","沖縄県 宜野湾市","","16,183",""
"1985100000","1985年度","47207","沖縄県 石垣市","","34",""
"1985100000","1985年度","47208","沖縄県 浦添市","","17,706",""
"1985100000","1985年度","47209","沖縄県 名護市","","1,828",""
"1985100000","1985年度","47210","沖縄県 糸満市","","7,735",""
"1985100000","1985年度","47211","沖縄県 沖縄市","","15,027",""
"1985100000","1985年度","47212","沖縄県 豊見城市","","9,721",""
"1985100000","1985年度","47213","沖縄県 うるま市","","-",""
"1985100000","1985年度","47214","沖縄県 宮古島市","","-",""
"1985100000","1985年度","47215","沖縄県 南城市","","-",""
"1985100000","1985年度","47301","沖縄県 国頭村","","384",""
"1985100000","1985年度","47302","沖縄県 大宜味村","","303",""
"1985100000","1985年度","47303","沖縄県 東村","","139",""
"1985100000","1985年度","47306","沖縄県 今帰仁村","","983",""
"1985100000","1985年度","47308","沖縄県 本部町","","1,162",""
"1985100000","1985年度","47311","沖縄県 恩納村","","1,529",""
"1985100000","1985年度","47313","沖縄県 宜野座村","","573",""
"1985100000","1985年度","47314","沖縄県 金武町","","1,580",""
"1985100000","1985年度","47315","沖縄県 伊江村","","2",""
"1985100000","1985年度","47324","沖縄県 読谷村","","6,251",""
"1985100000","1985年度","47325","沖縄県 嘉手納町","","2,954",""
"1985100000","1985年度","47326","沖縄県 北谷町","","5,099",""
"1985100000","1985年度","47327","沖縄県 北中城村","","4,138",""
"1985100000","1985年度","47328","沖縄県 中城村","","3,061",""
"1985100000","1985年度","47329","沖縄県 西原町","","5,456",""
"1985100000","1985年度","47348","沖縄県 与那原町","","3,396",""
"1985100000","1985年度","47350","沖縄県 南風原町","","6,393",""
"1985100000","1985年度","47353","沖縄県 渡嘉敷村","","0",""
"1985100000","1985年度","47354","沖縄県 座間味村","","1",""
"1985100000","1985年度","47355","沖縄県 粟国村","","0",""
"1985100000","1985年度","47356","沖縄県 渡名喜村","","3",""
"1985100000","1985年度","47357","沖縄県 南大東村","","0",""
"1985100000","1985年度","47358","沖縄県 北大東村","","0",""
"1985100000","1985年度","47359","沖縄県 伊平屋村","","0",""
"1985100000","1985年度","47360","沖縄県 伊是名村","","1",""
"1985100000","1985年度","47361","沖縄県 久米島町","","-",""
"1985100000","1985年度","47362","沖縄県 八重瀬町","","-",""
"1985100000","1985年度","47375","沖縄県 多良間村","","5",""
"1985100000","1985年度","47381","沖縄県 竹富町","","28",""
"1985100000","1985年度","47382","沖縄県 与那国町","","0",""
"1980100000","1980年度","01100","北海道 札幌市","","348,268",""
"1980100000","1980年度","01101","北海道 札幌市 中央区","","22,025",""
"1980100000","1980年度","01102","北海道 札幌市 北区","","56,545",""
"1980100000","1980年度","01103","北海道 札幌市 東区","","56,466",""
"1980100000","1980年度","01104","北海道 札幌市 白石区","","55,308",""
"1980100000","1980年度","01105","北海道 札幌市 豊平区","","61,729",""
"1980100000","1980年度","01106","北海道 札幌市 南区","","36,985",""
"1980100000","1980年度","01107","北海道 札幌市 西区","","59,210",""
"1980100000","1980年度","01202","北海道 函館市","","-",""
"1980100000","1980年度","01203","北海道 小樽市","","12,077",""
"1980100000","1980年度","01204","北海道 旭川市","","3,807",""
"1980100000","1980年度","01205","北海道 室蘭市","","3,016",""
"1980100000","1980年度","01206","北海道 釧路市","","-",""
"1980100000","1980年度","01207","北海道 帯広市","","4,179",""
"1980100000","1980年度","01208","北海道 北見市","","-",""
"1980100000","1980年度","01209","北海道 夕張市","","200",""
"1980100000","1980年度","01210","北海道 岩見沢市","","-",""
"1980100000","1980年度","01211","北海道 網走市","","545",""
"1980100000","1980年度","01212","北海道 留萌市","","573",""
"1980100000","1980年度","01213","北海道 苫小牧市","","2,107",""
"1980100000","1980年度","01214","北海道 稚内市","","174",""
"1980100000","1980年度","01215","北海道 美唄市","","2,137",""
"1980100000","1980年度","01216","北海道 芦別市","","741",""
"1980100000","1980年度","01217","北海道 江別市","","17,929",""
"1980100000","1980年度","01218","北海道 赤平市","","1,680",""
"1980100000","1980年度","01219","北海道 紋別市","","386",""
"1980100000","1980年度","01220","北海道 士別市","","-",""
"1980100000","1980年度","01221","北海道 名寄市","","-",""
"1980100000","1980年度","01222","北海道 三笠市","","1,768",""
"1980100000","1980年度","01223","北海道 根室市","","158",""
"1980100000","1980年度","01224","北海道 千歳市","","3,339",""
"1980100000","1980年度","01225","北海道 滝川市","","3,015",""
"1980100000","1980年度","01226","北海道 砂川市","","2,581",""
"1980100000","1980年度","01227","北海道 歌志内市","","1,042",""
"1980100000","1980年度","01228","北海道 深川市","","1,454",""
"1980100000","1980年度","01229","北海道 富良野市","","567",""
"1980100000","1980年度","01230","北海道 登別市","","11,725",""
"1980100000","1980年度","01231","北海道 恵庭市","","5,496",""
"1980100000","1980年度","01233","北海道 伊達市","","-",""
"1980100000","1980年度","01234","北海道 北広島市","","8,219",""
"1980100000","1980年度","01235","北海道 石狩市","","-",""
"1980100000","1980年度","01236","北海道 北斗市","","-",""
"1980100000","1980年度","01303","北海道 当別町","","1,903",""
"1980100000","1980年度","01304","北海道 新篠津村","","401",""
"1980100000","1980年度","01331","北海道 松前町","","1,034",""
"1980100000","1980年度","01332","北海道 福島町","","527",""
"1980100000","1980年度","01333","北海道 知内町","","643",""
"1980100000","1980年度","01334","北海道 木古内町","","949",""
"1980100000","1980年度","01337","北海道 七飯町","","4,688",""
"1980100000","1980年度","01343","北海道 鹿部町","","303",""
"1980100000","1980年度","01345","北海道 森町","","-",""
"1980100000","1980年度","01346","北海道 八雲町","","-",""
"1980100000","1980年度","01347","北海道 長万部町","","255",""
"1980100000","1980年度","01361","北海道 江差町","","326",""
"1980100000","1980年度","01362","北海道 上ノ国町","","858",""
"1980100000","1980年度","01363","北海道 厚沢部町","","274",""
"1980100000","1980年度","01364","北海道 乙部町","","686",""
"1980100000","1980年度","01367","北海道 奥尻町","","1",""
"1980100000","1980年度","01370","北海道 今金町","","570",""
"1980100000","1980年度","01371","北海道 せたな町","","-",""
"1980100000","1980年度","01391","北海道 島牧村","","232",""
"1980100000","1980年度","01392","北海道 寿都町","","260",""
"1980100000","1980年度","01393","北海道 黒松内町","","295",""
"1980100000","1980年度","01394","北海道 蘭越町","","442",""
"1980100000","1980年度","01395","北海道 ニセコ町","","503",""
"1980100000","1980年度","01396","北海道 真狩村","","101",""
"1980100000","1980年度","01397","北海道 留寿都村","","80",""
"1980100000","1980年度","01398","北海道 喜茂別町","","162",""
"1980100000","1980年度","01399","北海道 京極町","","340",""
"1980100000","1980年度","01400","北海道 倶知安町","","285",""
"1980100000","1980年度","01401","北海道 共和町","","1,177",""
"1980100000","1980年度","01402","北海道 岩内町","","1,192",""
"1980100000","1980年度","01403","北海道 泊村","","368",""
"1980100000","1980年度","01404","北海道 神恵内村","","270",""
"1980100000","1980年度","01405","北海道 積丹町","","602",""
"1980100000","1980年度","01406","北海道 古平町","","463",""
"1980100000","1980年度","01407","北海道 仁木町","","606",""
"1980100000","1980年度","01408","北海道 余市町","","2,389",""
"1980100000","1980年度","01409","北海道 赤井川村","","90",""
"1980100000","1980年度","01423","北海道 南幌町","","653",""
"1980100000","1980年度","01424","北海道 奈井江町","","1,166",""
"1980100000","1980年度","01425","北海道 上砂川町","","1,217",""
"1980100000","1980年度","01427","北海道 由仁町","","1,003",""
"1980100000","1980年度","01428","北海道 長沼町","","855",""
"1980100000","1980年度","01429","北海道 栗山町","","1,146",""
"1980100000","1980年度","01430","北海道 月形町","","282",""
"1980100000","1980年度","01431","北海道 浦臼町","","357",""
"1980100000","1980年度","01432","北海道 新十津川町","","1,427",""
"1980100000","1980年度","01433","北海道 妹背牛町","","647",""
"1980100000","1980年度","01434","北海道 秩父別町","","353",""
"1980100000","1980年度","01436","北海道 雨竜町","","467",""
"1980100000","1980年度","01437","北海道 北竜町","","320",""
"1980100000","1980年度","01438","北海道 沼田町","","298",""
"1980100000","1980年度","01452","北海道 鷹栖町","","1,438",""
"1980100000","1980年度","01453","北海道 東神楽町","","955",""
"1980100000","1980年度","01454","北海道 当麻町","","1,582",""
"1980100000","1980年度","01455","北海道 比布町","","1,092",""
"1980100000","1980年度","01456","北海道 愛別町","","666",""
"1980100000","1980年度","01457","北海道 上川町","","275",""
"1980100000","1980年度","01458","北海道 東川町","","1,097",""
"1980100000","1980年度","01459","北海道 美瑛町","","947",""
"1980100000","1980年度","01460","北海道 上富良野町","","709",""
"1980100000","1980年度","01461","北海道 中富良野町","","967",""
"1980100000","1980年度","01462","北海道 南富良野町","","260",""
"1980100000","1980年度","01463","北海道 占冠村","","90",""
"1980100000","1980年度","01464","北海道 和寒町","","284",""
"1980100000","1980年度","01465","北海道 剣淵町","","463",""
"1980100000","1980年度","01468","北海道 下川町","","427",""
"1980100000","1980年度","01469","北海道 美深町","","240",""
"1980100000","1980年度","01470","北海道 音威子府村","","103",""
"1980100000","1980年度","01471","北海道 中川町","","30",""
"1980100000","1980年度","01472","北海道 幌加内町","","111",""
"1980100000","1980年度","01481","北海道 増毛町","","949",""
"1980100000","1980年度","01482","北海道 小平町","","786",""
"1980100000","1980年度","01483","北海道 苫前町","","441",""
"1980100000","1980年度","01484","北海道 羽幌町","","243",""
"1980100000","1980年度","01485","北海道 初山別村","","246",""
"1980100000","1980年度","01486","北海道 遠別町","","284",""
"1980100000","1980年度","01487","北海道 天塩町","","138",""
"1980100000","1980年度","01511","北海道 猿払村","","181",""
"1980100000","1980年度","01512","北海道 浜頓別町","","190",""
"1980100000","1980年度","01513","北海道 中頓別町","","226",""
"1980100000","1980年度","01514","北海道 枝幸町","","-",""
"1980100000","1980年度","01516","北海道 豊富町","","174",""
"1980100000","1980年度","01517","北海道 礼文町","","0",""
"1980100000","1980年度","01518","北海道 利尻町","","24",""
"1980100000","1980年度","01519","北海道 利尻富士町","","256",""
"1980100000","1980年度","01520","北海道 幌延町","","217",""
"1980100000","1980年度","01543","北海道 美幌町","","1,302",""
"1980100000","1980年度","01544","北海道 津別町","","467",""
"1980100000","1980年度","01545","北海道 斜里町","","320",""
"1980100000","1980年度","01546","北海道 清里町","","445",""
"1980100000","1980年度","01547","北海道 小清水町","","330",""
"1980100000","1980年度","01549","北海道 訓子府町","","702",""
"1980100000","1980年度","01550","北海道 置戸町","","328",""
"1980100000","1980年度","01552","北海道 佐呂間町","","115",""
"1980100000","1980年度","01555","北海道 遠軽町","","-",""
"1980100000","1980年度","01559","北海道 湧別町","","-",""
"1980100000","1980年度","01560","北海道 滝上町","","122",""
"1980100000","1980年度","01561","北海道 興部町","","186",""
"1980100000","1980年度","01562","北海道 西興部村","","128",""
"1980100000","1980年度","01563","北海道 雄武町","","150",""
"1980100000","1980年度","01564","北海道 大空町","","-",""
"1980100000","1980年度","01571","北海道 豊浦町","","679",""
"1980100000","1980年度","01575","北海道 壮瞥町","","529",""
"1980100000","1980年度","01578","北海道 白老町","","1,903",""
"1980100000","1980年度","01581","北海道 厚真町","","395",""
"1980100000","1980年度","01584","北海道 洞爺湖町","","-",""
"1980100000","1980年度","01585","北海道 安平町","","-",""
"1980100000","1980年度","01586","北海道 むかわ町","","-",""
"1980100000","1980年度","01601","北海道 日高町","","-",""
"1980100000","1980年度","01602","北海道 平取町","","590",""
"1980100000","1980年度","01604","北海道 新冠町","","874",""
"1980100000","1980年度","01607","北海道 浦河町","","353",""
"1980100000","1980年度","01608","北海道 様似町","","387",""
"1980100000","1980年度","01609","北海道 えりも町","","292",""
"1980100000","1980年度","01610","北海道 新ひだか町","","-",""
"1980100000","1980年度","01631","北海道 音更町","","6,490",""
"1980100000","1980年度","01632","北海道 士幌町","","447",""
"1980100000","1980年度","01633","北海道 上士幌町","","410",""
"1980100000","1980年度","01634","北海道 鹿追町","","140",""
"1980100000","1980年度","01635","北海道 新得町","","329",""
"1980100000","1980年度","01636","北海道 清水町","","610",""
"1980100000","1980年度","01637","北海道 芽室町","","1,717",""
"1980100000","1980年度","01638","北海道 中札内村","","227",""
"1980100000","1980年度","01639","北海道 更別村","","218",""
"1980100000","1980年度","01641","北海道 大樹町","","230",""
"1980100000","1980年度","01642","北海道 広尾町","","197",""
"1980100000","1980年度","01643","北海道 幕別町","","-",""
"1980100000","1980年度","01644","北海道 池田町","","680",""
"1980100000","1980年度","01645","北海道 豊頃町","","456",""
"1980100000","1980年度","01646","北海道 本別町","","455",""
"1980100000","1980年度","01647","北海道 足寄町","","487",""
"1980100000","1980年度","01648","北海道 陸別町","","259",""
"1980100000","1980年度","01649","北海道 浦幌町","","454",""
"1980100000","1980年度","01661","北海道 釧路町","","2,892",""
"1980100000","1980年度","01662","北海道 厚岸町","","495",""
"1980100000","1980年度","01663","北海道 浜中町","","179",""
"1980100000","1980年度","01664","北海道 標茶町","","645",""
"1980100000","1980年度","01665","北海道 弟子屈町","","179",""
"1980100000","1980年度","01667","北海道 鶴居村","","94",""
"1980100000","1980年度","01668","北海道 白糠町","","1,662",""
"1980100000","1980年度","01691","北海道 別海町","","470",""
"1980100000","1980年度","01692","北海道 中標津町","","367",""
"1980100000","1980年度","01693","北海道 標津町","","305",""
"1980100000","1980年度","01694","北海道 羅臼町","","10",""
"1980100000","1980年度","02201","青森県 青森市","","-",""
"1980100000","1980年度","02202","青森県 弘前市","","-",""
"1980100000","1980年度","02203","青森県 八戸市","","-",""
"1980100000","1980年度","02204","青森県 黒石市","","3,487",""
"1980100000","1980年度","02205","青森県 五所川原市","","-",""
"1980100000","1980年度","02206","青森県 十和田市","","-",""
"1980100000","1980年度","02207","青森県 三沢市","","1,904",""
"1980100000","1980年度","02208","青森県 むつ市","","-",""
"1980100000","1980年度","02209","青森県 つがる市","","-",""
"1980100000","1980年度","02210","青森県 平川市","","-",""
"1980100000","1980年度","02301","青森県 平内町","","2,170",""
"1980100000","1980年度","02303","青森県 今別町","","795",""
"1980100000","1980年度","02304","青森県 蓬田村","","860",""
"1980100000","1980年度","02307","青森県 外ヶ浜町","","-",""
"1980100000","1980年度","02321","青森県 鰺ヶ沢町","","836",""
"1980100000","1980年度","02323","青森県 深浦町","","-",""
"1980100000","1980年度","02343","青森県 西目屋村","","544",""
"1980100000","1980年度","02361","青森県 藤崎町","","-",""
"1980100000","1980年度","02362","青森県 大鰐町","","2,587",""
"1980100000","1980年度","02367","青森県 田舎館村","","2,501",""
"1980100000","1980年度","02381","青森県 板柳町","","1,765",""
"1980100000","1980年度","02384","青森県 鶴田町","","1,710",""
"1980100000","1980年度","02387","青森県 中泊町","","-",""
"1980100000","1980年度","02401","青森県 野辺地町","","870",""
"1980100000","1980年度","02402","青森県 七戸町","","-",""
