OCCURRENCE_DATE_AND_TIME,WEATHER,LOCATION,LATITUDE,LONGITUDE,ACCIDENT_TYPE_(CATEGORY),ROAD_TYPE,SPEED_LIMIT_ON_ROAD,VEHICLE_BEHAVIOR_AT_ACCIDENT,ACCIDENT_LOCATION,VEHICLE_1:_BODY_TYPE,Area
2019-01-03 13:57:00,晴れ,葛飾区青戸３−３６,35.74494,139.85553,死傷,道路(その他),30.0,右折,車道,箱型,葛飾区
2019-01-03 19:20:00,晴れ,福知山市大内先,35.23763,135.18839,車両故障,道路(高速自動車国道),80.0,直進(定速),車道,リヤーエンジン,福知山市
2019-01-03 20:40:00,晴れ,横浜市西区岡野２−５−１８,35.45936,139.6106,死傷,道路(その他),30.0,直進(減速),交差点,箱型,横浜市
2019-01-04 06:03:00,晴れ,府中市府中町２−２２−２,35.67561,139.48454,車両故障,道路(その他),30.0,停車,車道,リヤーエンジン,府中市
2019-01-04 06:25:00,晴れ,静岡市清水区袖師町,35.03142,138.49258,死傷,道路(その他),60.0,直進(定速),車道,冷蔵冷凍車,静岡市
2019-01-04 07:40:00,曇,会津若松市駅前町,37.50895,139.93053,車両故障,道路(その他),40.0,直進(減速),車道,リヤーエンジン,会津若松市
2019-01-04 08:30:00,晴れ,日野市中央道,35.67135,139.39497,車両故障,道路(高速自動車国道),100.0,直進(減速),車道,リヤーエンジン,日野市
2019-01-04 08:50:00,曇,むかわ町穂別長和,42.92968,142.19554,車両故障,道路(高速自動車国道),50.0,直進(定速),車道,キャブオーバ,むかわ町
2019-01-04 09:33:00,晴れ,京都市西京区大枝中山町３番地１０７地,34.96812,135.67615,死傷,道路(その他),50.0,直進(定速),横断歩道,リヤーエンジン,京都市
2019-01-04 11:00:00,晴れ,横浜市神奈川区,35.47705,139.62929,火災,道路(自動車専用道路等),60.0,直進(定速),車道,霊柩車,横浜市
2019-01-04 11:20:00,晴れ,川崎市宮前区野川３９９４−２付近,35.56823,139.60185,車両故障,道路(その他),30.0,直進(加速),車道,リヤーエンジン,川崎市
2019-01-04 11:56:00,曇,中央区南７条西３丁目１,43.05252,141.35493,車両故障,道路(その他),40.0,直進(定速),車道,リヤーエンジン,中央区
2019-01-04 12:57:00,晴れ,仙台市青葉区柏木二丁目５番地,38.27483,140.85658,死傷,道路(その他),30.0,直進(定速),車道,リヤーエンジン,仙台市
2019-01-04 13:15:00,晴れ,白河市関辺字川前８−４,37.09568,140.24742,車両故障,道路(自動車専用道路等),60.0,直進(加速),車道,リヤーエンジン,白河市
2019-01-04 15:08:00,晴れ,名古屋市中区栄３丁目５番,35.16838,136.90759,車両故障,道路(その他),50.0,停車,交差点,リヤーエンジン,名古屋市
2019-01-04 15:25:00,曇,横浜市鶴見区岸谷３丁目２−２２先,35.49822,139.66331,車内,道路(その他),30.0,直進(減速),車道,リヤーエンジン,横浜市
2019-01-04 15:45:00,晴れ,沼田市横塚町１２９４,36.66123,139.0775,車両故障,その他の場所,,駐車,その他,リヤーエンジン,沼田市
2019-01-04 16:22:00,晴れ,富士市厚原４８,35.18838,138.65323,車内,道路(その他),50.0,直進(減速),交差点,リヤーエンジン,富士市
2019-01-05 07:20:00,晴れ,渋谷区幡ヶ谷３−２７,35.67924,139.67229,車両故障,道路(その他),50.0,停車,車道,リヤーエンジン,渋谷区
2019-01-05 08:50:00,晴れ,横浜市鶴見区駒岡２−１,35.52605,139.65195,車両故障,道路(その他),40.0,直進(減速),車道,リヤーエンジン,横浜市
2019-01-05 13:00:00,晴れ,新潟市西区大野町２７０４−０１,37.84906,139.01672,車両故障,道路(その他),60.0,直進(定速),車道,粉粒体運搬車,新潟市
2019-01-05 16:45:00,晴れ,横浜市都筑区茅ヶ崎中央１−１,35.54526,139.57532,車両故障,その他の場所,,停車,車道,リヤーエンジン,横浜市
2019-01-05 23:09:00,晴れ,名古屋市港区寛政町,35.10931,136.85622,死傷,道路(その他),40.0,右折,交差点,箱型,名古屋市
2019-01-06 07:32:00,晴れ,郡山市字燧田４,37.39592,140.38831,死傷,その他の場所,,直進(加速),その他,リヤーエンジン,郡山市
2019-01-06 09:57:00,晴れ,茅野市ちの２６３−８　茅野市　市道,36.00331,138.14093,死傷,道路(その他),40.0,直進(減速),車道,リヤーエンジン,茅野市
2019-01-06 10:50:00,晴れ,仙台市青葉区中央１丁目　宮交仙台高速バスセンター,38.25926,140.88203,車両故障,道路(その他),40.0,停車,バス停留所,リヤーエンジン,仙台市
2019-01-06 11:15:00,晴れ,西条市小松町新屋敷乙２２−２０,33.88355,133.10854,車両故障,道路(高速自動車国道),80.0,直進(定速),車道,リヤーエンジン,西条市
2019-01-06 12:00:00,晴れ,磐田市岩井２１９０−１,34.73467,137.87978,健康起因,その他の場所,,停車,車道,リヤーエンジン,磐田市
2019-01-06 13:05:00,雪,小樽市花園町４丁目５３番地,43.19267,140.99902,車両故障,道路(その他),40.0,停車,車道,リヤーエンジン,小樽市
2019-01-06 18:21:00,晴れ,八王子市横山町５−１０,35.65934,139.33815,車両故障,道路(その他),50.0,停車,バス停留所,リヤーエンジン,八王子市
2019-01-06 18:30:00,晴れ,京都市右京区西院月双町,34.99794,135.72116,車両故障,道路(その他),50.0,停車,バス停留所,リヤーエンジン,京都市
2019-01-06 21:14:00,晴れ,名古屋市北区西味鋺１−７０７,35.22205,136.91441,健康起因,その他の場所,,停車,その他,リヤーエンジン,名古屋市
2019-01-07 06:42:00,晴れ,大阪市北区天神橋筋６−９先路上,34.69352,135.51254,衝突,道路(その他),50.0,その他,交差点,箱型,大阪市
2019-01-07 07:02:00,晴れ,常陸太田市下高倉町地内,36.69798,140.4669,車両故障,その他の場所,,駐車,その他,リヤーエンジン,常陸太田市
2019-01-07 08:20:00,晴れ,大阪市東住吉区杭全２丁目２番先,34.63823,135.53572,車両故障,道路(その他),50.0,直進(加速),車道,リヤーエンジン,大阪市
2019-01-07 10:30:00,晴れ,大月市初狩町中初狩３２７４,35.59738,138.8698,火災,その他の場所,,直進(減速),その他,塵芥車,大月市
2019-01-07 10:32:00,晴れ,横浜市青葉区３０１,35.55283,139.53709,衝突,道路(その他),50.0,直進(定速),交差点,キャブオーバ,横浜市
2019-01-07 11:33:00,晴れ,宮崎市高岡町上倉永１１０６−４２,31.89763,131.30923,転覆,道路(その他),40.0,右折,車道,トラクタ,宮崎市
2019-01-07 11:53:00,晴れ,大阪市都島区東野田２丁目８,34.69599,135.52861,衝突,道路(その他),40.0,右折,交差点,箱型,大阪市
2019-01-07 15:15:00,晴れ,横浜市神奈川区羽沢町５４５番地,35.48287,139.57828,車両故障,道路(その他),40.0,停車,車道,リヤーエンジン,横浜市
2019-01-07 15:20:00,晴れ,那須郡那須町高久甲付近,37.0019,140.05988,衝突,道路(その他),40.0,直進(定速),車道,バン,那須郡那須町
2019-01-07 15:45:00,晴れ,仙台市青葉区落合一丁目２番地,38.27077,140.79695,車両故障,道路(その他),40.0,停車,バス停留所,リヤーエンジン,仙台市
2019-01-07 15:50:00,晴れ,常陸太田市内堀町地内,36.54308,140.52716,車両故障,その他の場所,,停車,バス停留所,リヤーエンジン,常陸太田市
2019-01-07 16:00:00,晴れ,大分市駄原２８９４,33.24563,131.59396,衝突,道路(その他),,停車,車道,バン,大分市
2019-01-07 17:30:00,曇,那須郡那須町寄居１８６０,37.04513,140.18188,危険物等,道路(その他),60.0,直進(定速),車道,バン,那須郡那須町
2019-01-07 20:28:00,晴れ,逗子市桜山２−８−３６,35.29662,139.58977,衝突,道路(その他),40.0,右折,車道,箱型,逗子市
2019-01-07 21:00:00,晴れ,江東区猿江２丁目,35.68612,139.81718,車両故障,道路(その他),50.0,停車,車道,リヤーエンジン,江東区
2019-01-07 22:00:00,晴れ,港区東新橋１−８,35.66455,139.76227,衝突,道路(その他),40.0,直進(減速),交差点,箱型,港区
2019-01-07 22:40:00,雪,仙台市太白区坪沼字針山６８,38.19572,140.785,転覆,道路(高速自動車国道),100.0,直進(定速),車道,冷蔵冷凍車,仙台市
2019-01-08 09:00:00,晴れ,京都市中京区下丸屋町,35.01553,135.75423,車両故障,道路(その他),40.0,停車,バス停留所,リヤーエンジン,京都市
2019-01-08 10:11:00,晴れ,名古屋市緑区梅里１丁目８４番地先付近,35.10636,136.98944,車両故障,道路(その他),40.0,停車,車道,リヤーエンジン,名古屋市
2019-01-08 12:50:00,晴れ,亀山市下庄町,34.82054,136.48285,衝突,道路(その他),50.0,直進(定速),車道,粉粒体運搬車,亀山市
2019-01-08 13:30:00,晴れ,港区海岸３丁目２２,35.64174,139.7572,車両故障,道路(その他),40.0,直進(定速),車道,リヤーエンジン,港区
2019-01-08 13:42:00,晴れ,杉並区和泉３−６２,35.68223,139.65056,死傷,道路(その他),40.0,追越,車道,バン,杉並区
2019-01-08 14:30:00,曇,名古屋市中村区岩塚本通四丁目２０番,35.15818,136.8455,車両故障,その他の場所,,停車,その他,リヤーエンジン,名古屋市
2019-01-08 23:32:00,晴れ,新宿区四谷１−１９,35.68651,139.7282,衝突,道路(その他),60.0,直進(減速),車道,箱型,新宿区
2019-01-09 01:24:00,曇,安中市原市１３９２番地,36.31156,138.85591,死傷,道路(その他),50.0,直進(加速),車道,バン,安中市
2019-01-09 04:55:00,雨,高島市今津弘川１１５５２−１１,35.40496,136.01166,車両故障,道路(その他),60.0,合流,車道,トラクタ,高島市
2019-01-09 05:10:00,晴れ,横浜市中区本牧　首都高速湾岸線西行き,35.43074,139.66693,車両故障,道路(自動車専用道路等),80.0,直進(減速),車道,冷蔵冷凍車,横浜市
2019-01-09 07:14:00,曇,伊達市大滝区清原町,42.71221,141.07103,衝突,道路(その他),60.0,直進(減速),車道,トラクタ,伊達市
2019-01-09 08:00:00,晴れ,京都市下京区西七条北衣田町,34.98992,135.73184,車両故障,道路(その他),50.0,停車,バス停留所,リヤーエンジン,京都市
2019-01-09 10:41:00,雪,東根市関山地内,38.40457,140.52333,車両故障,道路(その他),60.0,直進(定速),車道,バン,東根市
2019-01-09 10:55:00,晴れ,横浜市中区桜木町１−１先路上,35.45356,139.62924,死傷,道路(その他),60.0,直進(減速),横断歩道,リヤーエンジン,横浜市
2019-01-09 11:05:00,晴れ,名古屋市天白区高坂町８８−２,35.10723,136.98692,車内,道路(その他),40.0,直進(加速),バス停留所,リヤーエンジン,名古屋市
2019-01-09 12:20:00,曇,西村山郡河北町大字吉田字花ノ木１５９７−８,38.44753,140.31715,転覆,道路(その他),60.0,直進(定速),路肩,コンクリートミキサー車,西村
2019-01-09 13:16:00,晴れ,藤沢市辻堂５−１１,35.32714,139.44862,車両故障,道路(その他),50.0,停車,交差点,リヤーエンジン,藤沢市
2019-01-09 14:50:00,晴れ,四日市市大宮西町２９７５−１,34.99267,136.62827,死傷,その他の場所,,直進(加速),歩道,ダンプ,四日市
2019-01-09 16:20:00,晴れ,川崎市麻生区下麻生２−４２,35.57702,139.50969,健康起因,道路(その他),40.0,直進(減速),車道,リヤーエンジン,川崎市
2019-01-09 17:15:00,雪,札幌市北区北９条西２丁目,43.07222,141.35158,車両故障,道路(その他),40.0,停車,車道,リヤーエンジン,札幌市
2019-01-09 22:16:00,晴れ,高崎市箕郷町字社宮司４１９−２番地先付近,36.3759,138.9612,衝突,道路(その他),40.0,直進(加速),車道,リヤーエンジン,高崎市
2019-01-09 23:10:00,晴れ,京都市東山区妙法院前側町,34.99048,135.77589,車両故障,道路(その他),50.0,停車,バス停留所,リヤーエンジン,京都市
2019-01-10 01:00:00,晴れ,福島市松川町,37.65761,140.46321,交通障害,道路(高速自動車国道),80.0,直進(定速),車道,バン,福島市
2019-01-10 07:47:00,曇,茨城県水戸市大工町地内,36.38023,140.45888,車両故障,道路(その他),40.0,停車,バス停留所,リヤーエンジン,茨城県水戸市
2019-01-10 08:20:00,晴れ,豊田市永覚町上長根６−２５６,35.03125,137.13503,車両故障,その他の場所,,駐車,その他,リヤーエンジン,豊田市
2019-01-10 11:03:00,晴れ,泉佐野市上之郷,34.36271,135.33528,車両故障,道路(高速自動車国道),60.0,直進(減速),路肩,リヤーエンジン,泉佐野市
2019-01-10 11:18:00,晴れ,尼崎市昭和通３丁目８７,34.72083,135.41696,死傷,道路(その他),40.0,左折,交差点,バン,尼崎市
2019-01-10 12:02:00,晴れ,札幌市南区川沿６条２丁目３番地先,42.99109,141.33313,車内,道路(その他),50.0,直進(減速),車道,リヤーエンジン,札幌市
